year	importer_ISO	exporter_ISO	SITC0_1	SITC0_2	SITC0_3	SITC0_4	SITC0_5	SITC0_6	SITC0_7	SITC0_8	SITC0_9	SITC0_10	SITC0_11	SITC0_12	SITC0_13	SITC0_14	SITC0_15	SITC0_16	SITC0_17	SITC0_18	SITC0_19	SITC0_20	SITC0_21	SITC0_22	SITC0_23	SITC0_24	SITC0_25	SITC0_26	SITC0_27	SITC0_28	SITC0_29	SITC0_30	SITC0_31	SITC0_32	SITC0_33	SITC0_34	SITC0_35	SITC0_36	SITC0_37	SITC0_38	SITC0_39	SITC0_40
2	1	2	0	0	0	0	0	0	0	0	0	0	742.810240249572	0	0	0	0	633.918616153902	0	639.749950755369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	3	0	0	0	664282.821126605	0	536762.607794947	0	0	0	0	0	0	0	0	0	0	0	121366.992677345	0	70201.313570923	11701.2405833413	0	0	424202.943183516	0	239661.922611212	0	0	443289.738226018	0	0	449286.801638144	0	644675.215621783	316460.822625375	0	0	0	0	544213.416789171
2	1	4	0	0	0	0	0	0	133231.774357152	71771.5849851813	0	0	404622.436160736	0	0	0	0	398101.811055256	0	0	28268.2526602707	0	11750.2648406139	644356.650236078	0	0	264990.988385036	0	0	0	0	686404.740187052	0	449315.930686008	0	644728.606561979	0	0	0	240085.525497185	179857.288718673	0
2	1	5	0	0	0	664448.747999657	0	536416.130962253	0	0	61021.7766976332	357025.171250668	0	481019.622845684	0	312357.384741009	0	398184.007521025	0	0	0	0	0	644307.769039658	0	0	265074.480575364	0	0	439511.390313901	0	686274.378092851	608722.755356367	0	287223.083511145	0	316372.075167214	0	0	0	179985.468192997	0
2	1	6	3171567.65874869	2797289.83012486	4871985.15756867	981813.53046451	2498094.74936172	1413122.51004604	1075788.97486121	4576616.51493748	9829571.96219085	9649235.01006343	8036671.36929682	5554970.60434696	4720929.54528014	2347058.38743968	2537098.55633274	6033559.22919682	0	7647092.79906111	5649980.56380408	1246970.51790292	1759909.14155244	1714068.69932248	9908491.37383973	552929.445285418	6185277.11960307	1290684.2167743	5241347.30487099	2118068.63018693	5220093.25713325	4036394.10475485	6009802.00691404	9231243.97679663	5960481.81726212	8185070.45885022	7745088.93739389	0	5477667.37155698	3069154.75847476	1504574.51468298	4994586.65068269
2	1	7	3171657.04863926	2797373.4946706	4872006.52470827	981682.019040145	2498160.25792246	1413195.16671889	1075783.17983145	4576643.26433145	9829475.36646223	9649207.6144579	8036599.4255013	5554729.0775679	0	2346834.88599232	0	6033537.74919232	2804879.41507464	7646770.3175071	5649974.54982877	1247010.08029992	0	1714202.9182253	9908572.63173531	553181.845808273	6185155.06402367	1290607.89628384	5241552.56980373	2118032.64314337	5219982.77884511	4036231.35024876	6009827.18435779	9231173.39441987	5960590.52666003	8185275.27265051	7744859.42335626	6193135.36631042	5477592.16904444	3069014.21138647	1504529.03611305	4994414.59408599
2	1	8	0	0	0	0	0	0	0	0	380.82936831321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	9	0	0	0	0	0	536571.145970907	0	0	0	356913.152663432	0	0	0	312511.212027842	379144.555691539	0	651480.737892208	0	28391.4288334676	0	0	0	0	0	0	239797.069333863	0	439631.557550998	0	0	0	0	0	644968.642109725	316535.195963112	640001.374149873	0	0	0	0
2	1	10	372505.767456048	662265.597927969	0	0	0	0	0	71821.6907173579	61001.6501788947	0	404834.363280715	0	0	312361.66046944	0	398197.931377589	651498.169709119	0	28444.0426573174	0	11926.3557792603	644451.781041817	0	0	0	0	0	0	0	0	0	0	287059.605568186	0	0	0	0	0	179924.401929705	544198.61890152
2	2	1	0	0	0	0	0	0	733.238463487414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993.167715749985	1036.80075148439	0	0	0	0	0	0	0	0	0	100	0	0	823.56010688608	0	0	0
