imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
1	3	0	0	0	0.148739	0	0.120186	0	0	0	0	0	0	0	0	0	0	0	0.0271751	0	0.0157187	0.00262001	0	0	0.0949827	0	0.0536624	0	0	0.0992564	0	0	0.100599	0	0.144348	0.0708583	0	0	0	0	0.121854	0	0.12396	0	0	0	0.100452	0	0	0	0	0.0757796	0	0	0.05851	0	0.0745382	0	0	0	0.0131198	0	0	0.0978721	0.0793943	0.0496051	0.0448639	0	0.0822886	0.0830142	0	0	0	0.0537257	0	0.059247	0	0.00363001	0	0	0
4	1	0	0	0	0	0.0458318	0.116386	0	0	0.0132448	0	0	0.104343	0	0	0	0.0863823	0	0.0263322	0	0	0	0	0	0.0920448	0	0	0	0.0953684	0	0	0.132019	0	0.0623143	0	0.0686844	0	0	0	0.0390111	0.118037	0	0	0	0	0	0	0.0320462	0.0172632	0	0	0.0973238	0	0	0	0	0.0957554	0	0	0.00679936	0	0.00282629	0.154987	0	0	0.0637383	0	0	0	0	0.165101	0	0.108074	0	0.155077	0	0	0	0.0577478	0.0432611	0
1	5	0	0	0	0.106517	0	0.0859925	0	0	0.00978235	0.0572344	0	0.0771119	0	0.0500738	0	0.0638326	0	0	0	0	0	0.103288	0	0	0.0424939	0	0	0.0704577	0	0.110016	0.0975839	0	0.0460445	0	0.0507174	0	0	0	0.0288533	0	0	0.106815	0	0	0	0.0865192	0.0214884	0	0	0	0.0652795	0.0776122	0.0285267	0	0.0611821	0	0	0	0	0	0.00186556	0	0	0.0684263	0.0427301	0	0.0370705	0	0.0715255	0	0.0982017	0	0.0463344	0	0.0510559	0.103243	0.00311791	0	0.0290061	0
9	1	0.0551177	0	0	0.0983178	0.0312791	0	0.0197248	0.010616	0	0	0.0598884	0	0.0261418	0	0.0561404	0.0589049	0	0	0.00420922	0	0	0	0	0.062737	0.0392035	0.0354414	0.034007	0.0650088	0	0	0.0900586	0	0.0424949	0	0	0.0947093	0	0.0355015	0	0.0804978	0	0	0	0	0	0.118033	0	0	0	0.0785124	0	0	0	0.068745	0.0834028	0	0.14331	0	0.00624544	0	0	0	0	0	0	0.0527496	0	0.0967085	0	0	0	0	0	0.141878	0.0696302	0.140785	0	0	0	0
1	10	0.0804463	0.143023	0	0	0	0	0	0.0155106	0.0131739	0	0.0874279	0	0	0.0674576	0	0.0859947	0.140697	0	0.00614277	0	0.00257561	0.139176	0	0	0	0	0	0	0	0	0	0	0.0619933	0	0	0	0	0	0.0388564	0.117525	0	0.174477	0	0.175105	0.0557316	0	0	0	0	0.0940967	0	0.126761	0.0465986	0.0823683	0	0	0	0.0319955	0	0	0	0	0	0	0	0	0	0	0	0	0.160403	0	0	0	0	0	0.00506779	0	0.0473946	0
2	5	0	0	0.114665	0	0	0.0971258	0	0.0129673	0.011058	0.0646032	0	0	0	0	0.0686646	0.0720685	0.117867	0.0219907	0	0.0126932	0	0	0	0	0.047965	0	0	0.0795847	0	0	0	0.0813185	0.0519726	0	0	0	0.00349472	0.0434562	0	0.0985053	0	0	0	0	0	0	0	0.0202564	0	0	0	0.13573	0.049867	0.088113	0.107022	0	0	0	0	0.0197451	0	0	0	0	0.0747361	0	0	0	0.125064	0	0.171698	0	0	0	0.0893171	0	0	0.0676879	0.0507635	0
8	2	0	0.110444	0	0	0	0	0	0.0119258	0.010175	0.0595553	0.067519	0.0802358	0.0294989	0	0.0632802	0.0664006	0	0	0.00472349	0	0.00196272	0	0.0871885	0.0707626	0	0	0.0383501	0.0733195	0	0	0	0	0.0479214	0	0	0.106753	0	0.0400149	0.0299695	0	0	0.0724488	0.0693157	0.0726848	0	0.0586807	0	0	0.0066708	0	0.0442735	0.0526602	0	0.0341843	0	0	0	0	0.0030929	0	0.00128148	0.0704877	0	0.0464087	0.02901	0.0262455	0	0.0481015	0.0484925	0.0750938	0	0.0491823	0.0314285	0.0705415	0	0.0700377	0	0	0.0196769	0
8	3	0.0967784	0	0	0.172643	0	0	0	0	0.0158544	0	0.105168	0	0	0	0	0.103426	0	0	0	0.0181739	0.00306147	0	0	0	0.0688229	0	0	0	0	0	0	0	0	0.167481	0.0822466	0.166345	0	0	0	0	0	0.123271	0	0.123699	0.039347	0.0998658	0	0	0.0113892	0.0664443	0	0	0.0329299	0	0.0706399	0.0741465	0	0	0.00530047	0	0.00219821	0	0	0	0.0493153	0	0.0427951	0	0.0825507	0	0	0.083654	0	0	0.0589163	0	0	0	0.0335374	0
4	6	0.0855736	0	0.145476	0	0	0	0	0	0	0.0820109	0.0929144	0.110522	0	0.0717338	0	0	0	0	0	0	0	0	0	0	0	0.0550213	0.0528128	0	0.101835	0	0	0	0	0	0	0.147005	0	0.0550957	0	0	0	0	0	0.100883	0	0	0	0	0	0.054191	0	0.0730715	0.0268618	0	0	0	0	0	0.0043028	0.0106374	0	0.0978415	0	0.0644151	0.0402447	0	0.0349116	0.0667498	0.0673585	0	0.0924352	0	0.0436213	0.0978965	0	0.0972311	0	0	0.0273472	0
4	7	0	0.151967	0.145407	0	0.0484922	0	0	0	0	0	0.0928504	0	0.0405902	0.0716718	0	0	0	0.0278397	0	0	0	0	0	0.0973397	0.0608273	0	0.0527236	0	0	0	0	0.10313	0.0659058	0	0	0	0	0	0.0412554	0	0.0477632	0.0849045	0	0.0852142	0.027099	0	0.0170989	0	0.00786269	0	0.0519196	0	0	0.0400401	0.0486412	0.051068	0.083533	0.0155633	0	0	0	0.0826586	0	0	0	0	0.029477	0.0563871	0.0568574	0	0	0	0.0368231	0.0826907	0.0405784	0	0	0.030762	0.023058	0
4	8	0	0	0	0	0.0440305	0.111717	0	0	0	0	0.0843174	0	0	0	0	0.0829001	0.135689	0	0	0.0146063	0	0	0	0	0.0551823	0.0498877	0	0.0915936	0.0923641	0	0	0	0	0.134306	0.0659325	0	0	0	0.0374738	0	0	0	0	0	0	0.110545	0.0274896	0.0148131	0.0125916	0	0.0833647	0.0992038	0	0	0	0.0819891	0	0.0250179	0	0	0	0	0.107716	0	0	0	0.0473527	0.0906374	0	0	0.125425	0	0.0591916	0	0.0652179	0	0	0.049445	0	0
6	5	0	0.11907	0	0	0	0.0964607	0	0	0.0110157	0	0	0	0.0317515	0.0561286	0.0681853	0.0715929	0	0.0218666	0.00509624	0.0125971	0	0	0.0939892	0.0762439	0.0476233	0	0	0	0	0	0	0	0	0	0	0.11506	0	0.0431453	0.0323551	0.0978186	0	0	0	0.118698	0.0377439	0	0	0	0	0	0	0.0859156	0.0315829	0	0	0	0	0	0	0.0125034	0	0.115072	0	0.0757754	0	0	0	0	0.0792053	0.12259	0	0.0802841	0.0513	0	0	0.114351	0	0.0428619	0.032117	0
10	5	0	0	0.117217	0	0	0.0992926	0	0	0	0.0660579	0	0.0890624	0.0327093	0.0578065	0.0701754	0.0737073	0	0	0	0	0.00215764	0	0	0.0784651	0.0490483	0	0	0	0	0	0	0	0.053167	0.119301	0.058558	0	0	0	0.0332742	0	0	0	0.0963075	0	0	0	0	0.010907	0	0	0	0	0.026873	0	0.0576569	0.0605344	0	0	0.00428894	0	0.00180563	0.0979469	0	0.0644738	0.0402985	0	0.0349932	0.0668363	0.0674397	0.104323	0.0925455	0	0	0	0.0481559	0.0972908	0	0	0.0273236	0
6	7	0.0800023	0	0	0	0	0	0	0	0	0.0766197	0.0869102	0.103328	0	0	0.0814284	0.0855206	0	0	0	0.015051	0	0	0.112257	0	0.0569131	0	0	0	0	0	0	0.0965256	0	0	0.0679859	0.137458	0	0	0	0	0	0	0.102324	0	0	0	0	0	0	0.0576308	0.065384	0.0777091	0	0.0504647	0.0612586	0.0643046	0	0.0196028	0	0	0	0.104098	0	0	0	0.0387021	0.0371145	0.070973	0.0715912	0	0	0	0.0464081	0	0	0.103366	0	0	0.0290682	0
9	6	0	0	0.11729	0	0	0.0993708	0	0	0	0	0	0.0890724	0	0	0	0.0737243	0	0.0225214	0.00524717	0	0.0021911	0	0	0.07851	0	0	0	0.0814188	0	0	0	0	0	0.119418	0.0585945	0.118538	0	0	0.033312	0.100792	0	0	0	0	0	0	0	0	0.012437	0	0.0822789	0.0978001	0	0	0	0	0	0	0	0	0	0	0.106264	0	0	0	0.046738	0	0.0901201	0	0	0.0913373	0.0583655	0.131033	0.0643086	0.130074	0.00391716	0.0487573	0.0365687	0
9	7	0	0	0.116132	0	0	0.0983697	0	0	0	0	0.0741992	0.0881991	0	0	0	0.0729608	0	0	0	0	0	0	0	0	0	0.0439226	0	0.0805885	0.0812842	0	0.111607	0.0823963	0	0	0	0.117355	0	0	0.0329862	0	0	0.139702	0	0	0.0446016	0	0	0.0151447	0.0128731	0.075326	0.0854465	0.101519	0	0	0	0	0	0.0255871	0.00598859	0.0148008	0.00248539	0	0	0	0	0	0	0	0	0.144817	0	0	0.060605	0.136061	0	0.135042	0	0	0	0
7	10	0	0	0	0.150513	0	0	0.0301841	0	0	0.0808583	0	0.109	0	0	0.0859255	0	0.147546	0.0274945	0	0.0158719	0	0	0	0	0.0600313	0.0542977	0	0	0.10039	0	0.137887	0	0	0	0	0	0	0	0	0	0	0.107473	0.102834	0	0	0.0870533	0	0	0	0	0.0657033	0.0781128	0	0	0.0615573	0.0646449	0.10574	0	0	0	0	0	0	0	0	0	0	0.0713491	0.0719566	0	0	0	0.0466137	0.10464	0	0	0.00314292	0	0.0291785	0
