imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
6	1	0.0197173	0.0173883	0.0302852	0	0.015529	0.00878319	0.00668738	0.0284505	0.0611014	0.0599818	0.0499578	0.0345299	0.0293479	0.0145897	0	0.0375073	0.0174353	0.0475342	0.0351206	0	0.0109407	0.0106556	0.0615927	0.00343897	0.0384483	0.00802202	0	0.013166	0	0.0250892	0.0373593	0.0573828	0.0370515	0.0508796	0	0.0384993	0.0340501	0.0190772	0.00935317	0.0310469	0.0193752	0.017088	0.0297609	0.00599716	0	0	0.0065724	0.0279564	0.0600467	0.0589447	0.0490939	0.0339337	0.0288398	0.0143372	0.0154989	0.0368581	0.0171349	0.0467138	0.034514	0.00761715	0.0107512	0.0104703	0.0605287	0.00337894	0	0.00788317	0.032018	0.0129387	0.0318875	0	0	0.056391	0.0364106	0.0500004	0.047313	0.0378336	0.0334622	0.0187486	0.00919091	0.0305102
2	3	0.0189542	0.0167168	0.0291135	0	0.0149287	0.00844472	0.00642943	0.0273496	0.0587403	0.0576636	0	0.033195	0.0282119	0.0140252	0.015163	0.0360567	0.0167617	0.0456977	0.0337649	0.00745168	0.010517	0	0.0592127	0	0.0369637	0.00771276	0.0313219	0.0126579	0	0.0241197	0.0359156	0.0551658	0.0356196	0.0489138	0.0462852	0.0370112	0.0327344	0.0183415	0.00899139	0.0298472	0.0177632	0.0156656	0.0272857	0.00549856	0.0139887	0.00791487	0.00602534	0.0256307	0.0550491	0.054039	0.0450073	0.031109	0.0264392	0.013144	0.0142096	0.0337899	0.0157084	0.0428258	0.0316422	0	0.00985545	0.00960007	0.0554919	0.00309663	0.0346401	0.007228	0.0293543	0.0118608	0.0292346	0	0.0336589	0.0516985	0.0333822	0.0458394	0.0433753	0.0346848	0.0306769	0.0171878	0.00842616	0.0279718
2	5	0.0196123	0	0.0301249	0	0.0154459	0.00873624	0.00665196	0.028298	0	0.0596634	0.0496932	0.0343459	0.0291898	0.0145127	0.0156883	0.0373089	0.0173425	0.0472821	0.0349363	0.00771112	0	0.0105985	0.0612668	0	0.0382446	0.00797939	0.0324087	0.0130958	0.0322769	0.0249578	0.0371611	0.0570793	0.0368548	0.050611	0.0478885	0	0.03387	0.0189771	0.00930416	0.0308823	0.0177077	0.0156173	0.0271987	0.0054802	0.013946	0.00788921	0.0060065	0.0255499	0.0548763	0.0538701	0.0448681	0.0310122	0	0.013103	0.0141647	0.0336859	0.0156592	0.04269	0.0315436	0.00696127	0.00982567	0.00956953	0.0553168	0.00308684	0.0345318	0.00720388	0.0292614	0.0118244	0.0291424	0.0225338	0.0335525	0.0515364	0.0332768	0.045695	0.0432396	0.0345763	0.0305807	0.0171341	0.00839854	0.0278836
9	2	0.0185704	0.0163781	0.0285245	0.00574801	0.0146248	0.00827311	0.00629851	0.0267958	0.0575504	0.0564949	0.0470541	0.0325216	0.0276409	0	0.0148546	0.0353274	0.0164224	0.0447718	0.0330798	0.00730071	0.0103035	0.0100356	0.0580127	0.00323798	0.0362148	0.00755684	0.0306879	0.0124003	0	0.0236322	0.0351886	0.0540481	0.0348992	0.0479228	0.0453463	0.0362609	0	0.01797	0.00880885	0.0292414	0.0178777	0.0157681	0.0274629	0.00553368	0.0140809	0.00796597	0.00606418	0.0257969	0.0554062	0.0543904	0.0453006	0.0313113	0	0.0132298	0.0143009	0.0340105	0.0158113	0.0431041	0.0318469	0.0070288	0.00992013	0	0.0558514	0.00311791	0.0348652	0.00727492	0.0295446	0.0119382	0.0294232	0.0227507	0.0338761	0.0520339	0.0335975	0.0461375	0.0436571	0.0349111	0.030876	0.0173006	0.00848107	0.0281518
3	9	0.018557	0.0163664	0.0285057	0.00574334	0.0146161	0.00826785	0.00629481	0.0267771	0.0575111	0.0564554	0.0470219	0.0325007	0.0276226	0.0137318	0.0148453	0.0353028	0.016411	0.0447416	0	0	0.0102971	0.0100286	0.0579734	0	0.0361891	0.00755169	0.0306673	0.012392	0.0305425	0.0236142	0.0351634	0.0540101	0.0348743	0.0478899	0.0453147	0.0362368	0	0.0179572	0.00880377	0.0292215	0.0193791	0.017092	0.0297684	0.00599901	0.0152631	0.00863395	0.00657214	0.0279633	0.0600592	0.0589574	0.0491053	0.0339415	0	0.0143402	0.0155017	0.0368658	0	0.0467235	0.0345206	0	0.010754	0.0104731	0.0605416	0.00337905	0	0.00788477	0.0320262	0.0129411	0	0.0246619	0.036723	0.0564031	0.036418	0.0500114	0.0473242	0.0378419	0.0334685	0.0187521	0.00919346	0.0305165
10	3	0.0186536	0	0.0286505	0.00577507	0.0146889	0.00830948	0.00632673	0.0269141	0.0578037	0.0567447	0	0.0326654	0.0277624	0.0138025	0.0149205	0.0354821	0.0164942	0.0449692	0.0332273	0	0.0103485	0	0.0582686	0.00325252	0.0363736	0.00758968	0.0308229	0.0124557	0.0306971	0.0237355	0.0353438	0.0542867	0.0350519	0.0481355	0.0455471	0.0364217	0.0322127	0.0180485	0.00884773	0.02937	0.0192101	0.0169434	0	0.00594688	0.0151289	0.00855833	0.00651601	0.0277192	0	0.0584439	0.0486766	0.0336435	0.0285951	0.0142155	0.0153668	0.0365442	0.0169885	0.0463149	0.0342202	0.00755278	0.0106584	0.0103828	0.0600139	0.00334996	0.0374632	0.00781588	0.0317461	0.0128277	0.0316168	0	0.036401	0.0559122	0.0361012	0.049575	0.0469098	0.0375115	0.0331768	0.0185886	0.00911436	0.0302499
6	4	0.0186318	0	0.0286209	0.00576795	0.0146754	0	0.00632017	0.0268849	0.0577437	0.0566843	0.0472103	0.0326321	0.027735	0.0137867	0.0149053	0.0354451	0.0164781	0	0.033191	0.00732607	0	0.0100705	0.0582079	0.00325013	0.0363372	0.00758186	0.0307912	0.0124436	0.0306657	0.0237107	0.0353062	0.0542302	0.0350145	0.0480846	0.0454978	0.0363832	0.0321787	0.0180288	0.00883849	0.0293398	0.0183394	0.0161759	0.0281722	0.00567711	0.0144448	0.00817019	0.00622034	0.0264639	0.0568398	0.0557952	0.0464725	0.0321205	0	0.0135718	0.0146728	0.0348894	0.016219	0.0442177	0.0326717	0.00721089	0.0101763	0.00991174	0.0572956	0.00319823	0	0.00746257	0.030308	0.0122473	0.0301853	0.0233386	0.034754	0.0533789	0.0344672	0.0473304	0.044786	0.0358121	0.0316745	0.0177467	0.00870088	0.0288805
4	9	0.0183989	0.0162266	0.0282588	0.00569484	0.0144897	0.0081969	0.00624084	0.0265458	0.0570172	0.0559707	0.0466168	0.0322211	0	0.0136134	0.0147163	0.0349992	0.0162698	0.044356	0.0327734	0	0.0102085	0.00994342	0.0574743	0.00320802	0.0358788	0.00748588	0.0304037	0.0122857	0.030279	0.023413	0.0348627	0.0535457	0.0345738	0.0474782	0.044927	0.0359246	0	0.0178036	0.00872724	0.0289704	0.018453	0.0162759	0.0283469	0.00571229	0.0145337	0.00822256	0.0062598	0	0.057191	0.0561422	0.0467598	0.0323187	0.0274683	0.0136558	0.0147623	0.035105	0	0.0444926	0.0328726	0.00725577	0.0102399	0.00997329	0.0576513	0	0.0359875	0.00750982	0.0304969	0.0123233	0.030372	0	0.0349692	0.0537094	0.0346804	0.0476233	0.0450628	0.0360338	0.0318706	0.0178562	0.00875425	0.0290581
6	9	0.0197094	0.017383	0.0302757	0.00610072	0	0.00878046	0	0.0284398	0.0610832	0.0599622	0	0.0345191	0	0.0145852	0	0.0374938	0	0.0475194	0.0351102	0	0.0109366	0.0106524	0.0615732	0.00343656	0.0384356	0.00802073	0.0325716	0.0131621	0.0324394	0.025082	0.0373476	0.0573649	0.0370394	0.0508645	0.0481294	0.0384861	0.0340394	0.0190708	0.00934951	0.0310362	0.0199566	0.0176011	0.0306552	0	0	0	0.0067697	0.0287958	0.0618487	0.0607133	0.0505682	0.034952	0.0297054	0.0147672	0.0159648	0.0379635	0.0176492	0.0481141	0	0.0078469	0.011074	0.010786	0.0623459	0.00348086	0	0.00812017	0.0329789	0.0133273	0.0328453	0.0253959	0.0378143	0.0580838	0.0375043	0	0.0487323	0.0389695	0.0344659	0.0193114	0.00946677	0.0314259
10	6	0.0199901	0	0.0307045	0.00618687	0.0157432	0	0.00678035	0.0288433	0	0.0608099	0.0506483	0.0350076	0.0297528	0.014791	0.0159902	0.0380256	0.0176766	0.0481921	0	0.00785742	0.0110915	0.0108037	0.0624457	0.00348559	0.0389811	0.00813229	0.0330329	0.013348	0.0328985	0.0254366	0.0378755	0.0581776	0.0375643	0.0515838	0.0488102	0.0390316	0	0.0193424	0.00948253	0.0314762	0.0186094	0.0164124	0.0285851	0.0057604	0.0146567	0.00829004	0.00631091	0.0268518	0.0576724	0.0566141	0.0471535	0.032591	0.0277001	0.013771	0.0148863	0.0354017	0.0164577	0.0448666	0.0331501	0.00731634	0.010326	0.0100577	0.0581366	0.00324537	0.0362909	0.00757143	0.0307527	0.0124259	0	0.0236823	0.0352621	0.0541614	0.0349716	0	0.0454429	0.0363383	0.0321384	0.0180077	0.0088276	0.0293035
