year	importer_ISO	exporter_ISO	SITC0_1	SITC0_2	SITC0_3	SITC0_4	SITC0_5	SITC0_6	SITC0_7	SITC0_8	SITC0_9	SITC0_10	SITC0_11	SITC0_12	SITC0_13	SITC0_14	SITC0_15	SITC0_16	SITC0_17	SITC0_18	SITC0_19	SITC0_20	SITC0_21	SITC0_22	SITC0_23	SITC0_24	SITC0_25	SITC0_26	SITC0_27	SITC0_28	SITC0_29	SITC0_30	SITC0_31	SITC0_32	SITC0_33	SITC0_34	SITC0_35	SITC0_36	SITC0_37	SITC0_38	SITC0_39	SITC0_40
1	1	2	0	0	0	0	0	177.052844499884	0	0	0	0	0	0	0	0	0	0	0	0	0	825.25377225391	0	0	0	0	0	612.811656430718	0	0	0	0	0	0	350.721122057355	0	0	159.668785601657	0	0	0	258.764222610432
1	1	3	0	0	0	664344.639798927	0	536712.503056362	133149.703003488	0	0	356941.185099693	404630.243627516	0	176769.435516619	312403.050763514	0	0	651086.924641648	0	0	0	0	644300.619851702	0	0	265077.189457963	0	0	0	443321.794526949	0	0	0	0	0	316509.16880069	640078.50757527	0	0	180087.316014511	0
1	1	4	0	0	0	0	0	536385.845275328	0	0	0	357163.127376683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265011.253901321	0	0	0	0	0	0	0	0	644713.85496121	0	0	19038.4076556051	239905.6581411	0	0
1	1	5	372389.962464371	0	0	0	0	536450.884339983	0	0	0	356820.891308202	0	0	176748.421746975	0	379303.354902411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608762.437612533	0	287187.726585681	644718.858223995	0	0	0	240097.26546965	0	0
1	1	6	3171745.57769567	2797486.67914078	4872050.92056113	981809.755631732	2497946.46784703	1412988.90585271	1075698.25511486	4576563.85759615	9829358.81474621	9649327.69181838	8036658.25623242	5554764.95668132	0	2347106.870261	2537134.58903317	6033669.61802147	2804922.41556186	7646983.46593696	5650150.83880283	1247082.1344261	1759846.44458323	1713959.02911192	9908421.92645985	553052.70146903	6185495.41492669	1290661.277475	5241527.94964475	2118117.1402254	5220156.66808495	4036197.21470631	6009911.75616263	9231248.26163005	5960517.55317042	8185213.56011685	7745100.0604155	6193103.56466112	5477636.96366029	3069009.20564583	1504616.64089763	4994596.46876118
1	1	7	0	0	0	0	211279.948484158	0	133351.497797479	0	0	0	0	481088.723479387	0	0	379325.73813152	0	651411.727541089	0	0	0	0	0	0	0	264830.317858906	0	0	439629.240492316	0	686388.167032557	608626.495238288	0	0	0	0	640187.965219063	0	240002.161424958	179707.246647721	0
1	1	8	0	0	0	0	0	0	0	0	0	0	719.685079017787	0	651.737830151937	0	0	0	0	0	1004.97130001243	676.039006801376	0	0	0	863.663925699622	0	0	0	0	0	0	0	284.404972065485	0	0	0	0	0	0	0	0
1	1	9	0	0	890.994857747097	0	0	412.383627773989	0	0	0	0	0	0	0	0	100	0	0	0	1112.24406724767	0	0	0	1067.06645219142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463.890797101072
1	1	10	0	0	0	0	0	0	0	71872.5661788436	0	0	0	481163.380584578	176743.930761044	312395.136210958	0	0	651361.575210632	121409.556599327	0	0	0	644452.971598095	0	0	265068.186572911	0	229807.687501608	439635.088842444	443260.784944138	0	0	0	0	644659.77401621	0	0	19487.1320971662	0	0	544115.541943307
1	2	1	0	0	0	0	0	309.563015562058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427.452484518639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
