imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
6	1	0.0213536	0.018833	0.0327999	0.00660981	0.0168159	0.00951218	0.00724338	0.0308117	0	0.064964	0.054106	0.0373982	0.0317847	0	0.0170815	0.0406208	0.0188843	0.0514811	0.0380387	0.00839367	0.0118465	0.0115405	0	0.00372473	0.0416411	0.00868956	0.0352883	0.0142595	0.0351433	0.0271736	0.0404625	0.0621488	0.0401294	0.0551069	0	0.0416959	0	0.0206625	0.0101302	0.0336241	0.0182939	0.0161336	0.0280999	0.00566397	0.0144081	0.00814983	0.00620513	0.0263957	0.0566938	0.0556537	0.0463514	0.0320382	0.0272295	0.0135364	0.0146342	0.0348001	0.0161779	0.0441043	0.0325864	0.00719264	0.01015	0.00988601	0.0571489	0.00319011	0.0356741	0.00744421	0	0.0122161	0	0.023279	0.0346631	0.0532433	0.0343777	0.0472086	0.0446709	0.0357213	0.0315934	0.0177013	0.00867785	0.0288054
1	8	0.0183739	0.0162061	0.0282227	0.00568693	0	0.00818586	0	0.0265125	0.056942	0.0558988	0.0465569	0.0321792	0.0273491	0.0135963	0.0146987	0.0349527	0.0162493	0	0.0327309	0.00722435	0.0101954	0.00992969	0.0574009	0.00320378	0.0358311	0.00747682	0.0303635	0.0122691	0.0302397	0.0233819	0.0348157	0.0534765	0.0345296	0.0474167	0.0448671	0.0358779	0.0317309	0.0177789	0.00871587	0.0289327	0.0178663	0.0157571	0.0274436	0.00553081	0.0140705	0.00795952	0	0.0257806	0.0553692	0.054355	0.0452709	0.0312904	0.0265937	0.0132214	0.0142916	0.0339876	0.0158004	0.0430743	0.0318263	0.0070242	0.0099131	0.00965601	0.0558143	0.00311534	0.0348419	0.00727053	0	0.0119299	0.0294045	0.0227359	0.0338543	0.0519989	0.0335757	0.046107	0.0436278	0.0348867	0.0308568	0.0172893	0.00847577	0.0281329
9	1	0.0190962	0.0168416	0.0293328	0.00591081	0.0150397	0.00850731	0.00647809	0	0.0591816	0.0580949	0.0483861	0.0334451	0.0284238	0.0141307	0.0152756	0.0363273	0.0168878	0.0460396	0.0340164	0.00750677	0	0.0103207	0	0.00332941	0.0372403	0.00777013	0.0315573	0.0127531	0.0314277	0.0243012	0.0361855	0.0555788	0.0358869	0.0492798	0.0466302	0.0372885	0.0329799	0.0184783	0	0.0300701	0.0194924	0	0.0299409	0.00603347	0.0153502	0	0	0.0281254	0.0604077	0	0.0493889	0.0341377	0.029013	0.0144245	0.0155916	0.0370784	0.0172367	0.0469932	0.0347213	0.00766386	0.0108155	0.0105334	0.0608919	0.00339914	0	0.00793097	0.0322121	0.0130148	0.0320798	0.024804	0.0369342	0.0567298	0.0366312	0.0503013	0.0475971	0.0380608	0.0336631	0.018862	0.00924739	0.0306923
9	2	0.0211572	0	0	0.0065479	0.0166638	0.00942617	0.00717694	0.0305304	0	0.0643682	0	0.0370556	0.0314932	0.0156573	0.0169262	0.0402512	0.0187105	0.0510108	0	0	0.0117402	0.0114349	0.0660986	0.00369016	0.0412615	0.00860993	0.0349645	0.0141288	0.034822	0.0269256	0.0400919	0.0615794	0.0397607	0.054603	0.0516658	0.0413147	0.0365414	0.0204748	0	0.0333167	0.0213506	0	0.0327952	0.00660996	0.0168154	0.00951052	0.00724149	0	0	0.064953	0	0.0373918	0.0317792	0.0157985	0.0170789	0.0406159	0.018882	0.0514732	0.0380335	0.0083942	0.0118467	0.0115387	0.0666992	0.00372313	0.0416358	0.00868742	0.035282	0.0142573	0.0351397	0	0	0.0621396	0.0401227	0.0550969	0.052135	0.0416911	0.036873	0.0206611	0.0101288	0.0336185
9	3	0.0172527	0.0152159	0.026501	0.0053407	0.0135865	0.00768651	0.00585199	0.0248952	0.0534674	0.0524858	0.0437144	0.0302158	0.0256795	0.0127672	0.0138004	0.03282	0.0152566	0.0415942	0.0307321	0.00678296	0.00957128	0.0093233	0.0538972	0.00300807	0.033645	0.00701988	0.0285107	0.0115202	0.0283942	0.0219546	0.0326918	0.0502136	0.0324227	0.0445231	0.0421282	0.0336893	0.0297952	0.0166935	0.00818447	0.0271669	0.0181718	0.0160279	0.0279156	0.00562443	0.0143121	0.00809652	0.00616329	0.0262228	0.0563195	0.055286	0.0460468	0.0318271	0	0.0134474	0.0145372	0.0345709	0.0160716	0.0438123	0.0323726	0.00714483	0.0100835	0.00982091	0.0567717	0	0.0354395	0.00739485	0.0300313	0.0121362	0.0299098	0	0.0344352	0.052891	0.0341515	0.0468982	0.0443765	0.0354859	0.0313836	0.0175844	0.00861991	0.0286154
9	4	0.0185143	0.01633	0.0284427	0.00573158	0.0145825	0	0.00627976	0.0267161	0.0573817	0.0563288	0.0469147	0.0324269	0.0275602	0.0137011	0.0148116	0.0352228	0.016374	0.0446385	0	0.00727899	0.0102743	0.0100063	0.0578417	0.00322849	0.0361077	0.0075337	0.0305983	0.0123636	0.0304733	0.0235611	0.0350854	0.0538891	0.0347954	0.0477831	0.0452132	0.0361546	0	0.0179156	0.0087834	0.0291556	0.0229644	0	0.0352739	0.00710671	0.0180858	0.0102306	0.00778827	0	0	0	0.0581879	0.0402176	0.0341822	0.0169934	0.0183694	0.0436841	0.0203083	0.0553647	0	0.00902945	0.0127419	0.0124117	0.0717394	0.00400547	0.0447817	0.00934466	0.0379511	0.0153353	0.037794	0.0292232	0.0435153	0.0668356	0.0431541	0.0592628	0	0.0448406	0	0.022222	0.0108937	0.0361607
5	9	0.0178105	0.0157077	0.027356	0	0.0140258	0	0.00604058	0.0256985	0.0551942	0.0541821	0.0451269	0.0311911	0.0265088	0.0131788	0.0142477	0.0338796	0	0.0429387	0.0317255	0.00700182	0.00988207	0.00962448	0.0556389	0	0.0347323	0.00724712	0.0294307	0.0118932	0.0293104	0.022664	0.0337476	0.0518342	0.0334692	0.0459604	0.0434901	0.0347773	0.0307581	0.0172329	0.0084484	0.0280443	0.0195266	0.0172211	0.0299935	0.00604457	0.0153781	0.00869883	0.00662335	0.0281749	0.0605138	0.0594047	0.0494776	0.0341981	0.0290647	0.0144496	0.0156206	0.037146	0	0.0470773	0.0347835	0.00767653	0.0108339	0	0	0.0034051	0.0380791	0.00794506	0.0322689	0.0130391	0.0321355	0.0248501	0.0369998	0.0568304	0.0366961	0.0503911	0.0476815	0.0381288	0	0.018895	0	0.0307471
9	6	0.0172521	0.0152163	0.0265006	0.00534028	0.0135875	0.00768663	0.00585176	0.0248929	0.0534668	0.0524869	0.0437155	0.030215	0.0256799	0.0127664	0.0138015	0.0328192	0.0152575	0.0415932	0.0307329	0.00678238	0.00957304	0.00932295	0.053897	0.00300826	0.0336442	0.00702046	0.0285101	0.011521	0.0283949	0.021955	0.0326916	0.0502117	0.0324216	0.0445227	0.0421295	0.0336893	0.0297952	0.0166952	0.00818415	0.0271668	0.0190383	0.0167896	0.029244	0.00589261	0.0149934	0.00848265	0.0064569	0.0274698	0.059002	0.0579194	0.04824	0.0333425	0	0.0140872	0.015229	0.0362164	0.016835	0.0459	0.0339128	0.00748459	0.0105637	0.0102871	0.0594752	0.00331901	0.0371256	0	0.0314615	0.0127128	0	0.0242262	0	0.0554085	0.0357786	0.0491312	0.0464889	0.0371752	0.0328795	0.018422	0.00903044	0.0299783
10	6	0.0199365	0	0.0306223	0.00617086	0	0	0.00676256	0.0287665	0.0617842	0.060651	0	0.0349148	0.0296754	0.0147522	0	0.0379241	0.0176301	0.0480639	0.0355133	0.00783709	0.0110621	0.010774	0.0622804	0.00347696	0.0388775	0.00811106	0.0329446	0.013314	0.0328114	0.0253691	0.0377764	0.0580223	0	0.0514473	0.0486833	0.0389294	0.0344311	0.0192913	0	0.0313929	0.0186507	0.0164479	0.0286456	0.00577383	0.0146874	0.00830861	0.00632572	0.0269103	0.0577979	0.0567376	0.0472558	0.0326628	0	0.0138	0.014919	0.035477	0.0164926	0.0449625	0.0332215	0.00733247	0.0103477	0	0.0582619	0.00325157	0.0363701	0.00758856	0.0308198	0	0	0.0237329	0.0353391	0.0542788	0.035047	0.0481281	0.0455399	0.0364166	0.0322083	0.0180462	0.00884704	0.0293674
7	8	0.0182539	0.0160998	0.0280388	0.00565004	0.014378	0.00813202	0.00619088	0.0263406	0.0565727	0.0555348	0.0462547	0.0319705	0.0271722	0	0.0146032	0.0347254	0.0161437	0.0440104	0.0325184	0.00717666	0.0101289	0.00986683	0.0570273	0.00318322	0.0355984	0.00742777	0.0301665	0.0121899	0.0300434	0.02323	0.0345902	0.0531282	0.0343054	0.0471083	0	0.0356456	0.0315256	0.017664	0.00865991	0.0287439	0.0196248	0.0173077	0	0.00607468	0.0154558	0.00874243	0.0066564	0.0283153	0.0608166	0.0597017	0	0.0343686	0	0.0145213	0.0156974	0.0373324	0.0173542	0.0473125	0.034958	0.0077163	0.010888	0.0106062	0.0613065	0	0.0382704	0.00798494	0.0324294	0.0131047	0.0322982	0	0.037185	0.0571157	0.0368781	0.0506434	0.0479201	0.03832	0.0338914	0.0189897	0.0093102	0.0309019
