imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
1	6	0.0181394	0.0159987	0.0278647	0.00561536	0.0142875	0.00808217	0.00615284	0.0261754	0.056219	0.0551876	0.0459647	0.0317709	0.0270008	0.0134237	0.0145106	0.0345082	0	0.0437366	0.0323143	0.00713189	0.0100656	0.0098034	0.0566704	0.00316241	0.0353759	0.0073819	0.0299772	0.012114	0.0298557	0.0230856	0.0343723	0.0527969	0.0340902	0.0468135	0.0442971	0	0.0313288	0.0175536	0.00860522	0.0285659	0.0204339	0.0180228	0	0.00632517	0.0160947	0.00910473	0.00693044	0.0294869	0	0.0621692	0.0517799	0.0357886	0.0304159	0.0151209	0.016347	0.0388735	0.0180719	0.0492675	0.0364022	0.00803382	0.0113381	0.0110438	0.063839	0.00356248	0	0.00831654	0.0337691	0.0136453	0.0336325	0.0260049	0.0387229	0.0594758	0.038403	0.0527355	0	0.0399047	0.0352912	0.019774	0.00969386	0.0321783
1	7	0.0181421	0.0160011	0.0278682	0.00561528	0.0142896	0.00808356	0.00615354	0.0261787	0.0562252	0.055194	0.0459698	0.0317734	0	0.013424	0	0.0345122	0.0160441	0.04374	0.0323182	0.00713297	0	0.00980534	0.0566776	0.00316423	0.0353794	0.00738235	0.029982	0.0121153	0.0298586	0.0230875	0.0343765	0.0528028	0.0340949	0.0468202	0.044301	0.0354251	0.0313321	0.0175549	0.00860599	0.0285683	0.0174144	0.0153595	0.0267497	0.00539086	0.0137149	0.00775849	0.00590734	0.0251282	0.0539701	0.0529808	0.0441254	0.0304994	0.0259215	0.0128872	0.0139303	0.0331289	0.0154008	0.0419854	0.0310225	0.00684653	0.00966336	0	0.0544039	0.00303701	0.033961	0.00708592	0.0287784	0.0116284	0.0286608	0.0221611	0.0329985	0.0506862	0.0327273	0.0449413	0.0425262	0.0340054	0.0300769	0.0168522	0.00826137	0.0274226
4	2	0.0182353	0.0160837	0.0280118	0.0056451	0.0143625	0.00812354	0.00618572	0.0263131	0.0565132	0.055477	0.0462061	0.0319369	0.0271429	0.0134928	0.014587	0	0.016126	0.0439647	0.0324835	0.00717017	0	0.00985549	0.0569677	0.00317982	0.0355615	0.00742078	0.0301344	0	0.0300118	0.0232062	0.0345549	0.0530733	0.03427	0.0470602	0.0445299	0.0356078	0.0314928	0.0176467	0.00865025	0.0287153	0.0187779	0	0.0288426	0.00581195	0.0147885	0.0083661	0.00636763	0.0270945	0.0581923	0.0571256	0.0475787	0.0328857	0	0.0138954	0.01502	0.0357212	0.016605	0.0452707	0	0.00738162	0	0.0101484	0.0586597	0.00327449	0.0366178	0.00763942	0.0310294	0.0125393	0.0309032	0.0238945	0.0355804	0.0546504	0.0352869	0.0484576	0.0458522	0.0366666	0.0324294	0.0181695	0.00890851	0.0295669
7	2	0.0185568	0.016366	0.0285033	0.00574519	0.0146144	0.00826711	0.00629384	0.0267761	0.0575077	0.0564544	0	0.0324986	0.0276212	0	0	0.0353009	0.0164112	0.0447389	0.0330556	0.00729545	0.0102976	0.0100283	0.0579709	0.00323565	0.0361883	0.00755143	0.0306659	0.0123927	0.0305416	0.0236138	0.0351616	0.054008	0.0348722	0.0478889	0.0453131	0.0362356	0.0320474	0.0179564	0.00880246	0.0292216	0.0179783	0.0158559	0.0276152	0.00556496	0.0141593	0	0.00609783	0.0259423	0.0557173	0.0546952	0.0455535	0.0314868	0.0267602	0.0133032	0.0143819	0.0342011	0.0158993	0.0433459	0.0320255	0.00706924	0.00997584	0.00971638	0.0561645	0.00313462	0.0350603	0.00731499	0.029711	0.0120042	0.0295894	0.0228772	0	0.0523255	0.0337856	0.0463952	0.0439012	0.035106	0.0310496	0.0173971	0.00852822	0.0283104
9	2	0.0193796	0	0.0297717	0.00599846	0.0152646	0.00863356	0.00657289	0.0279662	0.0600649	0.0589631	0.0491086	0.0339439	0.0288483	0.014342	0.0155034	0.0368703	0.01714	0.0467259	0.0345249	0.00761978	0.0107545	0	0	0	0.0377956	0.00788613	0.0320285	0.0129421	0	0.0246646	0.0367258	0.0564079	0.036422	0.0500168	0.0473276	0.037846	0.033471	0.0187553	0.00919497	0.0305187	0.01794	0.0158217	0.0275566	0.00555281	0.0141298	0	0.00608544	0.0258861	0.0555979	0.0545778	0.0454572	0.0314201	0.0267028	0.0132753	0.0143507	0.0341273	0.0158647	0.0432511	0.0319569	0	0.00995437	0	0.0560456	0	0.0349854	0.00729928	0.0296472	0	0.0295254	0.0228294	0.0339935	0.0522125	0.0337144	0.0462969	0.0438073	0.0350304	0.0309827	0.0173601	0.00851142	0.0282503
3	6	0.0190545	0.0168073	0.0292698	0.00589868	0.0150083	0.00848966	0.00646305	0.0274967	0	0.0579708	0.0482837	0.0333745	0.0283637	0	0.0152433	0.0362504	0.0168518	0.0459415	0.0339444	0.00749081	0.010573	0.0102981	0.0595296	0.0033223	0.0371614	0.00775386	0.0314909	0.0127243	0	0.0242495	0.0361084	0.055461	0.0358101	0.0491758	0.0465327	0.0372085	0.0329097	0.0184405	0.00904036	0.0300068	0.0172529	0.0152153	0.0264999	0.00534142	0.0135871	0.00768628	0.0058525	0.0248937	0.0534659	0.0524855	0.0437155	0.0302147	0.0256786	0.0127669	0.0138013	0.0328208	0.0152571	0.0415944	0.0307335	0.00678347	0.00957235	0.00932379	0.0538974	0.00300874	0.0336448	0.00702012	0.0285108	0.0115213	0.0283932	0.0219547	0.0326914	0.050212	0.032422	0.0445218	0.0421283	0.0336882	0.0297952	0.0166948	0.00818495	0.0271672
9	4	0.0186854	0	0.0287015	0.00578374	0.0147153	0.008324	0.00633731	0.0269612	0.0579054	0.056843	0.0473437	0.0327243	0	0.0138261	0	0.0355435	0.0165243	0.0450467	0.0332845	0.00734491	0.0103678	0.0100979	0.05837	0.00325854	0.036438	0.00760185	0.0308768	0.0124768	0.0307517	0	0.0354052	0.054381	0.0351129	0.0482203	0.0456249	0.036485	0.032269	0.0180802	0.00886323	0.0294241	0.0178353	0.0157305	0.0273964	0.0055217	0.0140463	0.00794494	0.00604848	0.0257368	0.055274	0.0542593	0.0451923	0.0312375	0	0.0131976	0.0142675	0.0339297	0.0157729	0.0430009	0.0317714	0.00701061	0.00989657	0.00963907	0.0557189	0.0031102	0.0347826	0	0.0294735	0.0119105	0.0293537	0.0226979	0.033797	0.0519102	0.0335181	0.0460284	0.0435525	0.0348286	0.030803	0.0172594	0.0084614	0.0280845
9	5	0.0189003	0.0166711	0.0290328	0.00585052	0.0148861	0.00841991	0.00641088	0.0272725	0	0.0575009	0.0478905	0.0331018	0.0281335	0.013987	0.0151196	0.0359548	0.0167143	0.0455687	0	0.00743047	0.0104874	0.0102153	0.0590464	0	0.0368584	0.00769136	0.0312339	0.0126208	0.0311075	0.0240527	0.0358138	0.0550094	0.0355199	0.0487766	0.0461536	0.0369062	0.0326433	0.0182889	0.00896598	0.0297627	0.0178366	0.0157302	0.0273969	0.00552117	0.0140473	0.00794638	0.00604906	0.0257352	0.0552744	0.0542599	0.0451926	0.0312364	0.0265482	0.0131985	0.0142672	0.0339293	0.0157723	0.0429986	0.0317717	0.00701287	0.00989532	0.00963901	0.0557184	0.00310983	0.0347808	0.00725719	0.029473	0.0119099	0.0293537	0.0226961	0	0.0519101	0.0335176	0.0460276	0.043552	0.0348262	0.0308028	0.0172593	0.00846064	0.0280856
6	10	0.0182016	0.016053	0.0279587	0.00563368	0.0143354	0.0081085	0.00617348	0.0262624	0.0564085	0.0553719	0.0461182	0.0318765	0.0270918	0.0134676	0.0145599	0.0346244	0.0160956	0.0438818	0.0324232	0.00715512	0.0100993	0.0098363	0.0568611	0.00317306	0.0354947	0.00740634	0.0300792	0	0.0299558	0.0231627	0.03449	0.0529749	0	0.0469713	0.0444465	0.0355406	0.031433	0.0176124	0	0.0286615	0.0189309	0	0.0290804	0.00586075	0.01491	0.00843467	0.00642	0.0273173	0.0586709	0.0575961	0.0479701	0.0331566	0.0281791	0.0140084	0.0151443	0	0.0167423	0.0456426	0.0337253	0.00744306	0.0105045	0.0102322	0.0591424	0.00330133	0	0	0.031287	0.0126415	0.0311577	0.0240913	0.0358733	0.0550999	0.0355768	0.048855	0.0462302	0.0369669	0.0326966	0.0183192	0.00898045	0.0298109
7	8	0.0179782	0.015857	0.0276145	0.00556551	0.01416	0	0.00609781	0.0259411	0.0557172	0.0546948	0.0455544	0.0314867	0.0267601	0.0133033	0.0143809	0.0342007	0.015899	0.0433441	0.0320254	0.00706905	0.00997508	0.00971573	0.056164	0.00313536	0.0350598	0.00731513	0.02971	0.0120055	0.0295885	0.0228784	0	0.0523255	0.0337867	0.046396	0.0439022	0.0351063	0.03105	0.0173966	0.00852895	0.0283106	0.0192926	0	0	0.00597138	0.0151941	0.0085949	0.00654286	0	0.0597904	0.0586918	0.048883	0.0337868	0.0287158	0.014276	0.0154328	0.0367002	0.0170618	0.0465114	0.0343669	0.00758389	0.0107037	0	0.0602688	0.00336476	0.0376225	0.00784875	0.0318819	0.0128822	0.031752	0.0245508	0.0365569	0.0561497	0.0362551	0.0497862	0.04711	0.0376707	0	0.0186678	0.00915179	0.0303797
