imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
3	1	0.0606716	0	0.10328	0	0	0	0	0.0116751	0.00992655	0.0581937	0.0659713	0.0784338	0	0.0509359	0	0.0648816	0	0	0.00461584	0	0.00191787	0.105047	0	0	0.0432094	0.0390744	0	0	0	0.111855	0	0	0.0468392	0	0.0516016	0	0.00315837	0	0	0.088711	0	0.0978784	0.0936531	0.0982079	0	0	0	0.0106103	0	0.0527506	0	0.0711374	0	0.04616	0	0	0	0	0	0.0103668	0	0.0952303	0	0	0	0	0	0.0649686	0.0655498	0	0.090016	0	0	0	0.0467732	0.0945989	0	0.0354782	0.0266205	0
1	4	0	0.109295	0.10456	0.109668	0	0.0885515	0	0.0118456	0	0	0	0.0794214	0	0.051577	0.0626028	0	0	0.020034	0.00469647	0	0	0	0	0	0	0	0.0379126	0	0.0731873	0.113306	0.10046	0	0	0	0	0	0.00317193	0	0.0297103	0	0.0561995	0	0	0	0.0319169	0.0809279	0	0.0108249	0	0	0	0.07259	0	0.0471262	0	0.0600708	0	0	0	0.0105803	0.00179375	0.0972282	0	0	0.0399592	0	0.0346828	0	0.0669009	0.103541	0.0918432	0	0	0.0972475	0	0.0965674	0	0	0	0
5	1	0	0	0	0	0.0669303	0	0.0422343	0	0	0	0	0.152359	0	0	0	0.126087	0	0.0384507	0	0	0.00372811	0	0	0	0	0	0.0727929	0.139205	0	0	0	0	0.0909228	0.204186	0	0	0.00615555	0	0.0569482	0	0.0565419	0.100497	0.0961591	0	0	0.0814309	0	0.0109035	0	0	0	0	0.0268192	0.0474107	0	0.0604368	0.0988636	0	0.00429899	0.0106356	0.00181021	0	0	0	0	0.036378	0	0.0667245	0.0672615	0	0.092384	0	0.0435997	0.0978447	0	0	0	0	0	0
9	1	0.0605061	0	0	0.10796	0	0	0	0.0116086	0	0.0580137	0	0.0782011	0	0.0507615	0.0616352	0	0.105845	0	0	0	0	0	0	0.0689516	0.0430691	0.0389647	0	0.071435	0	0	0	0	0.0467055	0.104776	0	0	0.00313943	0	0	0.0884278	0.0602722	0.107085	0	0.10745	0	0.0867491	0	0	0	0.0577271	0	0.0778009	0	0	0.0613372	0.0643871	0	0	0	0	0	0	0	0.0685925	0	0	0	0	0.0716884	0	0	0	0	0.10428	0	0.103532	0	0	0.0290989	0
1	10	0	0	0	0.0959768	0.0305671	0.0775215	0	0.0103841	0	0	0	0.0695456	0.0255194	0	0.054804	0	0.0941048	0.0175428	0	0	0	0.0930933	0	0	0	0.0346004	0	0.0635034	0.0640578	0	0.0879713	0	0.041498	0	0	0	0	0.0346714	0.0259954	0.0786428	0.060215	0	0.102408	0	0	0.0867081	0.0215704	0	0	0	0	0	0	0	0	0.0643553	0	0	0.00457312	0	0.00190363	0	0	0	0	0	0	0.0710906	0	0.110916	0.0983779	0.0726532	0.0463932	0.104223	0.0511519	0.10346	0	0	0	0
2	4	0	0	0	0.116758	0	0.0942859	0.0234319	0	0	0	0	0.0845912	0	0.0549077	0	0	0	0.0213241	0	0	0.00205269	0	0	0	0.0465801	0.0421191	0	0	0	0	0.106979	0	0.0504844	0.113303	0	0.112506	0.00339904	0	0.0316542	0.0956224	0	0	0	0	0	0	0	0	0.0217722	0	0	0	0	0.11161	0	0.1423	0	0.0433581	0	0	0.00421368	0	0	0	0	0	0	0	0	0.24512	0	0	0	0.230392	0	0	0.00686656	0	0	0.194367
2	5	0	0.115102	0	0.115519	0	0	0	0	0.010613	0	0.0703654	0.0836437	0	0.054309	0	0	0.113248	0	0.004941	0	0	0	0	0	0.0460674	0	0.0399336	0	0	0	0	0	0.049941	0.112082	0	0.111243	0	0.0417214	0.0312711	0	0	0.117832	0	0.118223	0	0.0954925	0	0	0.0108583	0	0.0720094	0	0	0.055558	0	0.0708321	0	0	0.00505845	0	0.00209707	0	0	0	0.0471038	0.0426514	0.0409279	0.0782196	0	0	0	0	0.0510721	0	0	0.11388	0.00346482	0.0427043	0.0320152	0
8	2	0	0	0	0	0	0	0.0313061	0.0168256	0	0.0838136	0	0.112973	0	0.0733732	0	0	0	0	0	0	0	0	0	0.0996142	0.0622488	0.0563199	0.0539761	0.103243	0	0	0	0	0	0.151426	0	0.150338	0.00454274	0	0	0	0	0.151611	0	0	0	0	0.0305019	0	0	0	0	0	0.0404694	0	0	0	0.14911	0.0277502	0	0	0	0	0	0	0	0	0	0.100647	0.101576	0	0.139398	0	0.065766	0.147588	0	0	0.00441924	0	0.0411631	0
3	8	0	0	0.144827	0	0	0	0	0.0163931	0	0	0.0925037	0	0.0404016	0	0	0.0909879	0	0	0	0	0	0	0	0	0.0605503	0	0	0.100456	0	0	0.139138	0.102739	0.065671	0	0	0.146332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111224	0.132139	0	0.0857837	0.104199	0.109415	0	0	0.0077848	0	0.003265	0	0	0	0	0	0.0631648	0	0.121765	0	0	0	0.078824	0.177161	0	0	0.00527437	0	0	0
6	4	0	0.149415	0	0.149885	0	0	0.0300942	0	0	0.0805348	0.0913132	0	0.0398911	0	0.0856091	0.0897992	0	0.0273756	0	0.0158095	0.00264915	0	0	0	0	0	0	0	0	0	0	0.101403	0.0648064	0	0.0714147	0	0	0	0	0	0.0701309	0.124789	0	0	0	0.101085	0	0	0	0.0672757	0	0	0.0333079	0.0588353	0	0	0	0	0	0	0.00219331	0.121397	0	0.0798782	0	0.0451507	0	0.0828274	0	0	0	0	0.0541112	0.121446	0	0	0.00366083	0	0.0339117	0
7	4	0.101997	0	0	0	0	0	0	0	0	0	0	0.131733	0	0.0855552	0	0	0.178316	0	0	0.0191524	0.00319419	0	0	0	0.0725208	0	0	0	0	0	0	0	0.0786455	0.176544	0.0866399	0	0	0.0657021	0	0	0	0	0.105639	0.110719	0.0352146	0.0894381	0	0.0119431	0	0	0	0	0.0294549	0.0520609	0	0	0	0	0	0.0116837	0.00196562	0	0.0871576	0	0.0441794	0	0	0	0	0	0.101477	0.0749192	0	0.107481	0	0.106686	0	0	0.0299804	0
4	8	0.0675996	0	0	0	0	0	0	0	0.0110624	0.0647585	0	0	0	0.0566874	0	0.0722618	0	0	0	0	0	0	0.0948601	0.0770158	0.0480879	0.0435204	0	0	0.0804396	0	0.110473	0	0	0.117012	0.0574473	0	0	0	0	0.0987743	0	0	0	0.131338	0	0.106099	0	0	0	0	0	0	0	0.0617669	0.0749799	0	0.128768	0	0.00557422	0.013877	0.00230453	0	0.103354	0	0	0	0.0454542	0	0	0	0.120334	0	0.0567672	0	0.0625704	0	0.0038081	0.0474333	0.0355709	0
