imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
1	3	0	0.102469	0.0980484	0	0	0.0830432	0	0.0111421	0	0.0552211	0.0626427	0.0744718	0	0	0	0	0	0	0.0044021	0.0108449	0	0	0.0808963	0	0.040999	0.0370871	0	0	0.0686375	0	0.094199	0	0	0	0.0489793	0.0990448	0	0	0.0278716	0	0.0680161	0	0	0	0	0	0.0243378	0.0131005	0	0	0.0739332	0	0.0323177	0	0	0	0.118988	0	0	0	0	0	0	0	0	0.0438046	0.0420015	0.0803416	0	0.125356	0	0	0.0524897	0.117776	0.0577877	0.116911	0	0	0.0328389	0
5	1	0	0	0	0.104233	0.0331489	0	0	0.0112586	0	0	0	0	0	0.0490161	0.0595126	0.0624514	0.102211	0	0	0	0	0	0	0	0	0	0.0360732	0	0.0695855	0.107678	0	0	0	0.101172	0.0496594	0.10041	0	0	0.0282239	0.0853669	0	0.245528	0	0	0	0	0.0494156	0	0	0	0	0	0	0.115778	0.140672	0	0	0.0450217	0	0	0	0	0.193804	0	0	0	0.0852008	0	0	0	0	0	0	0	0.117394	0	0.0071851	0	0	0
8	1	0	0.119198	0	0.119627	0	0	0	0.012942	0.0109571	0	0.072845	0	0.0318121	0	0	0.0716622	0.11726	0.0218644	0	0.0126292	0.00210276	0	0	0.0763689	0.0476971	0	0	0	0	0	0	0	0.0517301	0.116067	0	0.115237	0	0	0	0	0	0	0	0	0	0	0	0.0125025	0.0106149	0.0621264	0	0	0.0307651	0.0543709	0	0.0692593	0	0	0.00492132	0.01218	0	0	0.0909755	0.0738133	0	0	0	0	0.0771441	0.119444	0.105912	0.0782208	0	0	0.055084	0.111379	0	0	0.0312867	0
9	1	0.083161	0	0	0.148349	0	0.119795	0.0297444	0	0	0	0	0	0.0394718	0	0	0	0.145435	0	0.00631469	0	0.00261495	0	0	0	0	0	0	0.0981345	0	0	0	0	0	0.14392	0	0.142908	0	0	0.0401511	0	0	0.0686008	0.0655997	0.0688078	0	0.0555762	0	0	0	0.036967	0.0419211	0.04984	0	0.0323585	0	0.0412199	0.0674373	0	0	0	0.00120445	0.0667302	0.0541433	0	0	0	0.0238322	0.0455448	0.0459334	0.0710631	0	0.0465483	0.0297399	0	0	0.0662887	0.00199863	0	0.0186446	0
1	10	0	0.119172	0.114001	0	0.0380332	0	0.0240024	0	0	0	0	0.0865635	0	0	0	0.0716361	0	0	0.00511471	0	0.00211921	0	0	0	0.0476634	0	0.0413557	0.0790747	0.0797752	0	0.10949	0	0.0516889	0	0	0	0	0	0.032374	0.0979358	0	0	0	0.191764	0	0	0	0.0206939	0	0	0	0	0.0509914	0.0901592	0	0	0	0	0	0	0	0	0.150871	0	0	0	0.0663612	0.126919	0.127942	0	0	0	0.0829406	0	0.0913582	0	0	0	0	0
4	2	0.0584412	0	0	0.104206	0.0331453	0.0841447	0.0209042	0	0	0	0.0634675	0	0	0	0.0594987	0.0624381	0	0	0	0	0.00183184	0	0	0.0665304	0.0415532	0.0375792	0	0	0	0.107624	0.0954375	0	0	0	0.0496479	0	0	0	0.0282128	0.0853369	0.0708233	0	0	0	0.0401656	0.102012	0	0.0136192	0	0.067836	0	0	0.0336073	0	0	0.0756677	0	0	0.00538139	0.013352	0	0	0	0.0806216	0	0.0455496	0	0.0835507	0	0.130476	0	0	0.0546047	0.122579	0.0601538	0	0	0	0	0
2	8	0.0843198	0	0	0	0	0.121353	0.0301296	0.0162335	0	0.0807328	0	0	0.0399847	0.0706762	0.0858865	0	0	0	0	0.0157922	0	0.145845	0	0	0.0599768	0	0	0	0	0	0	0	0	0	0.0716246	0	0	0.0542904	0	0.123155	0	0	0	0.161771	0	0	0.0325034	0	0	0.0869533	0	0	0	0.0760373	0	0.0969546	0	0	0	0	0	0	0.127312	0	0.0645804	0.058371	0	0	0	0.167177	0	0	0.0699144	0	0	0	0	0.058426	0	0
5	3	0	0.158377	0	0.158906	0	0	0	0	0.0145613	0.0853733	0	0.115074	0	0.0747501	0	0	0.155834	0	0	0	0	0	0	0	0.0633589	0	0	0.105093	0	0	0	0	0.0686719	0	0	0	0	0	0	0	0	0.189482	0	0	0.0604985	0.153559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125815	0.126899	0	0	0	0	0.184491	0.0905998	0	0	0.0686567	0	0
3	6	0	0	0.129855	0	0	0.109946	0	0.014702	0	0	0	0	0	0	0.0777066	0.0816099	0	0	0	0	0.00241932	0	0	0	0	0	0	0.0900619	0	0	0.12476	0	0	0.132112	0.0648276	0.131162	0.00397674	0	0.0368616	0	0.0557449	0	0	0	0	0.0802501	0	0.0107264	0	0	0	0.0719507	0	0.0467201	0.0567168	0.0595238	0.0974191	0	0	0	0	0.0963731	0.0782225	0	0	0	0	0.0657512	0	0	0.0910573	0	0.0429136	0.0964153	0.0473331	0	0.00288188	0	0	0
3	7	0	0.132392	0	0.132792	0	0	0	0.0142857	0.0121856	0.0713305	0.0809011	0	0.03533	0	0	0.0795871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0573809	0	0.0632213	0.127941	0	0.0479745	0.0359298	0.108748	0	0.154083	0	0	0	0	0.031022	0	0	0	0	0.11195	0	0.0726535	0	0.0926634	0.151574	0	0.0065987	0.0162873	0	0	0	0	0	0	0.0534973	0	0	0.159652	0	0	0	0.150019	0	0	0	0	0	0
7	4	0	0	0	0	0	0.169579	0.0421189	0	0	0.112768	0	0.152092	0	0	0	0	0	0	0	0.0221055	0.00371343	0	0.165185	0	0	0	0	0	0.140069	0	0.192369	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585606	0	0	0	0	0.0989461	0	0	0.0489625	0.0865718	0	0	0	0	0.00789251	0	0.00324683	0	0	0.117519	0	0	0	0.12183	0	0.19019	0	0	0	0.178603	0.0876774	0	0	0	0	0
10	4	0	0	0	0	0	0.108816	0	0.0145594	0	0	0	0.0975844	0	0	0	0	0	0.0246339	0	0	0	0	0.106044	0.0860553	0.0537842	0.048602	0.0466371	0	0	0	0.123458	0	0	0.13075	0	0	0	0.0486702	0	0.110406	0.0832359	0	0	0.148375	0	0.119853	0.0298066	0	0	0.0797399	0.0904189	0	0	0	0	0	0	0.0271385	0.00635219	0	0	0	0.116776	0	0	0	0	0.0981903	0	0	0.135972	0	0.0641417	0	0	0	0	0	0	0
6	5	0.0742905	0.132084	0	0	0.0421926	0.107022	0.026615	0	0	0.0712054	0.080743	0	0	0	0	0	0	0.0242436	0	0	0	0	0	0	0.05284	0.0477846	0	0	0	0	0.121416	0	0	0	0.0631506	0	0	0.0478604	0	0.108552	0.0943083	0.167656	0	0	0	0	0	0	0	0	0	0.121796	0.0447441	0.079102	0.0960426	0	0	0	0	0	0.00295593	0	0	0	0.0670976	0	0	0	0	0	0	0.113801	0	0	0	0.162069	0.00488757	0	0.0455399	0
7	5	0	0	0	0	0.0796142	0	0	0	0	0.134571	0	0	0	0.117743	0	0	0	0	0	0.0265228	0.0043824	0	0	0	0.0998855	0.0903365	0	0	0	0	0	0.169337	0	0	0.119349	0	0	0.090449	0.0678094	0	0.0841987	0.14978	0	0	0	0	0	0	0	0.080713	0.0915243	0.108775	0.0399759	0.0706123	0	0	0	0	0	0	0	0	0	0	0.0599161	0	0	0.0993974	0	0	0	0	0.0649595	0.145806	0	0	0.00434079	0	0	0
6	7	0	0	0	0	0.0953202	0	0	0.032309	0	0.16088	0	0	0	0	0	0	0	0	0.0128088	0	0	0	0	0.19117	0	0	0	0.198151	0	0.309362	0	0	0	0	0	0	0	0	0	0	0	0	0.0910888	0.095515	0	0	0	0	0.0087926	0	0.0581495	0	0.0254238	0.0448955	0	0	0	0	0	0	0.00167654	0	0.0751344	0	0	0.0344276	0	0.0631707	0.063742	0.0986713	0.0874893	0	0.0413102	0.0926871	0	0.0919836	0	0	0.025842	0
10	6	0.130055	0	0	0	0.0737649	0	0	0	0.021279	0.124609	0.141311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0802058	0.153456	0	0	0.212478	0	0	0	0	0	0	0	0.062841	0	0	0	0	0.126189	0	0.101868	0	0	0	0.0677756	0.0768802	0	0.0335541	0	0	0.0756028	0	0	0	0	0	0	0.0992651	0	0	0	0.0436484	0.0834752	0	0	0.115611	0	0.0545478	0	0	0.121583	0	0	0	0
7	8	0	0.0942502	0	0.0945491	0.0300772	0	0.018973	0	0	0	0	0	0.0251579	0	0.0539551	0.0566679	0.0926986	0.0172517	0.00403593	0	0.00168551	0	0.0743774	0	0	0	0.0326954	0.0625537	0	0	0.0866378	0	0.0408621	0	0.0450688	0.0910769	0	0	0	0.0774256	0	0	0	0	0	0	0.0261875	0.0140889	0	0.0701813	0.0795806	0	0	0.0614331	0	0	0.128069	0	0	0	0	0	0	0.0833779	0.0520448	0	0.0451592	0.0863944	0	0.134929	0	0	0.0564698	0.126717	0	0	0	0	0.0353669	0
9	7	0.0929109	0	0	0.165687	0.0527118	0	0	0.0179027	0	0	0.100989	0	0	0	0.0945785	0	0	0	0	0	0.00298867	0	0	0	0	0	0	0	0	0	0.151781	0	0	0.160837	0	0.159614	0	0	0	0	0	0.101839	0.0974109	0.102173	0	0	0	0.0110476	0.00938981	0	0.0622396	0	0	0	0.0582935	0.0612156	0.10015	0.0186791	0	0	0	0	0	0	0.0407342	0	0.0353665	0	0	0.105517	0	0.0691089	0	0.0991665	0	0	0	0	0.0276691	0
10	7	0	0	0	0	0	0	0	0	0.0209194	0.122508	0	0	0	0.107246	0	0.136629	0.223613	0	0	0	0	0	0	0.145569	0	0.0822356	0.0789178	0	0	0	0	0	0	0	0	0	0	0.0823634	0	0	0	0.189894	0	0	0	0	0	0	0	0	0	0.137941	0	0.0895972	0	0	0	0	0	0	0.00337755	0	0	0	0	0	0	0.1261	0.127191	0	0	0	0	0	0.0907457	0.183553	0	0	0.0516012	0
10	8	0.0697343	0.123983	0.118573	0.124356	0	0.100413	0	0.0134431	0.0114497	0	0	0	0	0.0585035	0	0	0	0	0	0	0	0	0.0978268	0	0	0	0.0430734	0	0.0830005	0	0	0	0.0537796	0	0	0	0	0	0	0.101865	0	0.110979	0	0	0	0	0.0223399	0.0120183	0	0	0.0678089	0.0806157	0	0	0	0	0.10916	0	0	0	0	0.107973	0.087588	0.0711142	0.044392	0	0	0	0.0743182	0	0	0	0.0481515	0	0.0530418	0.10727	0.00322924	0	0	0
