imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
3	1	0	0	0	0	0	0	0	0	0	0	0	0.0953338	0	0.0619198	0	0.0789128	0.129052	0	0	0	0.00234881	0	0	0	0.0524812	0	0	0.0871413	0	0.135982	0	0.0890423	0.0568824	0.12777	0	0	0	0.0474883	0.0356456	0	0.0959706	0	0	0	0	0	0	0.0184539	0.0157114	0.0919715	0	0	0	0	0	0	0	0	0	0.018034	0.00299924	0	0	0	0	0	0.0592623	0.11327	0.114246	0	0.15685	0	0	0	0.081543	0.164884	0.0049859	0.0618184	0	0
5	1	0	0	0	0.0997516	0	0.0805509	0	0.0107634	0	0	0	0.0722315	0.0265433	0	0	0.0597599	0	0	0.00425469	0.0105059	0.00175765	0	0.0784814	0	0	0	0	0.0660095	0.0665272	0	0.091373	0	0.04313	0	0.0475136	0.0961087	0	0.0360156	0.027008	0.0817143	0.0569708	0	0	0	0	0.0820759	0.0203966	0	0	0.0546225	0.0619294	0.0735929	0	0.047756	0	0	0	0	0	0	0	0.0985745	0	0.0648962	0	0	0.0351599	0.0672431	0	0	0	0.068754	0.0439571	0.0986361	0	0.0979041	0	0	0.0275309	0
1	6	0.073365	0	0	0	0	0.105674	0	0.014116	0	0.0703518	0	0	0	0	0.0747227	0	0	0	0	0.0138233	0	0	0.102993	0	0.052183	0.0472286	0	0.0866144	0	0.135183	0.11991	0	0.0565729	0	0	0	0	0.0472623	0	0	0.0706085	0	0	0	0	0.101697	0	0	0	0	0.0767387	0.0912162	0.033473	0.059223	0	0.0755013	0.123494	0	0	0.0133029	0.00219989	0	0	0.0804344	0	0	0.0435929	0	0	0	0	0.0851997	0	0	0.0599878	0	0.00369004	0.0455156	0.0341253	0
1	8	0	0.139828	0	0	0	0.113297	0	0	0	0.0753591	0.0854605	0	0	0.0659411	0.0800842	0	0	0.0256408	0.00599945	0	0	0	0	0	0	0.050573	0.0485483	0	0	0	0	0	0	0.136125	0	0.135166	0	0	0.0379778	0	0.0787005	0	0	0	0	0	0	0.0151529	0	0	0	0	0	0.0659577	0.0801243	0	0	0	0.00597	0	0	0	0.110415	0.0895537	0	0	0.0485452	0.0928431	0	0.144952	0	0	0.0606477	0.136222	0.066827	0	0.00408875	0	0	0
9	1	0	0	0.15577	0.163335	0	0	0	0.0176305	0	0	0.0995006	0.11829	0.0434858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10906	0	0	0	0.0706398	0.158529	0	0	0.00474174	0.0590184	0	0	0	0	0.109977	0.11536	0	0	0	0.0124591	0	0.0619755	0	0	0	0	0	0.0691253	0.113089	0	0	0	0.00204243	0.111869	0	0.0736458	0	0.0416099	0.0399372	0	0	0	0.105703	0	0	0.111964	0	0	0	0	0.0312415	0
10	1	0	0.0879056	0.0841029	0	0	0	0.017684	0	0.0080989	0.0473939	0.0537151	0	0	0.0414655	0	0	0	0	0	0	0.00155882	0.0855462	0	0.0563552	0.035177	0.0318142	0.0305152	0.058367	0	0	0.0808202	0.0596704	0.0381048	0.0855885	0	0	0	0	0.0238814	0.0722351	0.0734428	0	0.12484	0	0	0.105755	0	0.0141259	0	0	0	0.0948276	0	0	0	0	0.128356	0.0239409	0	0	0	0	0	0	0.0521816	0.047228	0.0452969	0	0	0	0.119965	0	0.0565764	0	0.0623758	0	0.0037964	0.0472921	0	0
2	4	0	0	0	0.179264	0	0	0	0	0	0.0963255	0	0.129867	0	0	0.102366	0	0.175782	0	0.00763396	0	0.00314074	0	0	0.114463	0.0714722	0	0	0	0.119686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123017	0	0.0993049	0	0	0	0	0.0749136	0.089063	0.0327119	0	0	0.0737409	0	0	0.00525006	0	0	0	0	0.0785221	0	0	0	0	0	0.127045	0	0	0	0.119362	0.0586063	0.118463	0	0	0	0
2	8	0.0721029	0	0	0	0	0	0	0	0.011797	0	0	0	0	0.0605007	0.0734374	0	0.126157	0	0	0.0135688	0	0.124783	0	0.0821706	0.0513205	0	0	0.0851004	0	0	0	0	0	0.12482	0	0.12399	0.00377273	0.0464787	0	0	0	0.110423	0	0	0	0.0894319	0	0.011981	0	0	0.0674811	0	0.0295143	0.0520658	0	0.0663559	0	0	0.0047184	0	0.00195231	0	0	0.0707151	0	0.0399812	0.0383334	0	0	0	0.101491	0.0749494	0.0478832	0	0.0527727	0.106741	0.0032132	0	0.0299957	0
3	5	0	0.11955	0.114359	0.119932	0	0	0	0	0	0.0644239	0	0	0.0318956	0	0.0684643	0.0718362	0	0	0	0	0	0	0	0	0.0478327	0.0432304	0	0	0	0	0.109864	0	0	0	0.0571438	0.115515	0.00347775	0	0.032474	0	0.0561693	0	0	0.100108	0.0318433	0	0	0.0107927	0	0.053774	0.0610324	0.0725219	0.0266251	0	0	0.0600003	0	0	0	0	0.00176688	0	0	0	0.039925	0.03612	0	0.0662627	0.0668432	0.103464	0.0917435	0	0.04328	0	0.0477045	0	0.002918	0	0.0271048	0
3	6	0	0	0	0	0	0.102954	0	0	0.0117159	0	0.0776735	0.0922926	0	0.0599293	0.0727777	0	0	0	0	0	0	0	0	0	0.0508611	0	0	0	0	0.131704	0.116838	0	0.0551007	0.123707	0	0	0	0	0	0.104446	0	0	0	0	0	0.140559	0	0	0	0	0.106032	0	0.0462908	0	0	0.104261	0	0	0.00738649	0	0	0	0	0.111063	0	0	0	0	0.116109	0	0	0.117697	0	0	0.0829311	0.16767	0	0	0	0
7	3	0	0.112511	0.107666	0	0	0	0	0	0	0	0.068775	0	0	0.053069	0	0	0	0.0206463	0.00482498	0	0	0	0.0888235	0	0.0450255	0	0.0390576	0	0.0753452	0	0.103385	0.0763544	0	0	0	0.108771	0.00328673	0	0	0.0924583	0	0.134922	0.129063	0	0	0	0	0	0.0124292	0.0727294	0	0	0	0	0.0772815	0.0811029	0	0	0.00577653	0	0.00240767	0.131224	0	0	0	0	0	0	0.0903073	0.139832	0	0	0.0585019	0	0.0644231	0	0	0	0	0
6	4	0	0.115017	0.110048	0.11541	0	0.093195	0	0.012469	0.0106249	0	0.0703289	0	0.0307209	0.0542555	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0763531	0.077034	0.119195	0	0	0	0.111989	0	0	0.00335902	0	0	0	0	0.100837	0	0	0.0321823	0.0816933	0	0	0	0	0.061639	0.0732528	0	0.0475554	0.0577269	0.0606046	0	0	0.00432034	0	0.00179472	0	0.079591	0	0	0.0364942	0	0.0669171	0	0.104502	0.092699	0	0	0.0981905	0	0	0	0	0	0
