imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
1	2	0	0	0	0	0.334686	0.131942	0	0	0	0	0	0	0.179376	0	0	0	0	0	0	0	0	0	0	0	0.0757935	0	0.215073	0.0631302	0	0	0	0	0	0	0	0	0	0	0	0	0.295778	0	0	0	0	0	0	0	0.0661455	0	0	0	0.445232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192845	0	0
1	7	0	0	0	0	0	0.0982896	0	0	0	0	0.173252	0	0	0	0	0	0	0	0	0.269713	0	0	0	0	0	0	0	0	0	0	0.296515	0	0.162231	0	0	0	0	0	0	0	0	0	0	0	0.23793	0	0	0	0	0	0.146964	0	0	0	0.095344	0	0	0	0	0	0	0	0.239729	0	0	0	0	0	0	0	0	0	0	0	0.174442	0	0	0	0	0.105591
8	1	0	0	0	0	0	0	0	0	0	0	0.339857	0	0.269084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2	3	0.209289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220212	0	0	0	0	0	0	0	0	0	0.0533824	0	0.046663	0.202471	0	0.267983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394237	0	0.605763	0	0	0	0	0
6	2	0	0	0	0	0.139513	0	0.105644	0	0	0	0	0	0	0	0	0	0	0.0935071	0.164433	0.118385	0	0	0.132132	0	0	0	0	0	0	0	0	0	0.0684437	0.0243864	0	0	0.153557	0	0	0	0	0.127854	0	0	0	0	0	0.191643	0	0	0	0	0	0	0	0.135179	0	0.178343	0	0	0	0	0.262765	0	0.104215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10	0	0	0	0	0	0	0	0.404655	0	0	0	0	0	0	0	0	0	0	0.387936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0784969	0	0	0	0.128912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	3	0	0	0	0	0.396098	0	0	0	0	0	0	0	0	0	0.137575	0	0	0.263248	0	0.20308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	3	0	0.183882	0	0	0	0	0	0	0	0	0.35284	0	0	0	0	0	0	0	0	0	0	0	0	0.463279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.809471	0.190529	0	0	0	0	0	0
10	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	5	0	0	0	0	0	0	0.287511	0	0	0	0.282801	0	0	0	0	0	0	0	0	0	0	0	0.429688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
