year	importer_ISO	exporter_ISO	SITC0_1	SITC0_2	SITC0_3	SITC0_4	SITC0_5	SITC0_6	SITC0_7	SITC0_8	SITC0_9	SITC0_10	SITC0_11	SITC0_12	SITC0_13	SITC0_14	SITC0_15	SITC0_16	SITC0_17	SITC0_18	SITC0_19	SITC0_20	SITC0_21	SITC0_22	SITC0_23	SITC0_24	SITC0_25	SITC0_26	SITC0_27	SITC0_28	SITC0_29	SITC0_30	SITC0_31	SITC0_32	SITC0_33	SITC0_34	SITC0_35	SITC0_36	SITC0_37	SITC0_38	SITC0_39	SITC0_40
4	1	2	0	0	0	0	908.296638317017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695.835496911066	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	3	0	662143.872334734	633595.614280049	664327.133129439	211198.73891958	536538.706723981	0	0	0	0	404723.460978495	481169.108815282	176823.914174589	0	0	397846.514715514	651473.565032622	0	28350.3403490665	0	0	644318.495887035	522527.650135408	0	0	0	0	439536.711198498	443469.330871029	686330.692478642	0	449363.835367753	0	0	0	0	0	0	179932.56074977	0
4	1	4	0	662366.26345261	0	0	0	0	0	0	61125.1493737328	356826.58110445	0	481094.731509613	0	312423.919411263	0	397963.922319424	0	0	28394.9797520874	0	0	0	0	0	265193.883027706	0	229896.024272296	439646.232527259	0	0	608791.400747146	0	0	644802.083048121	0	0	0	0	179713.42090094	0
4	1	5	372277.496012201	0	0	664416.914425193	211413.33125015	536511.845969331	0	71556.5397239745	60909.5339191085	356719.949464525	0	481113.549363624	176836.75953637	312366.166722086	0	0	0	0	0	0	0	0	0	0	264925.241812112	0	0	439735.754895111	0	0	608705.322962362	0	0	0	0	0	0	0	179830.221475624	0
4	1	6	3171610.50199417	2797463.7156645	4872099.01047642	981835.783426669	2497813.2700221	1412814.73796689	1075647.8886654	4576495.29800072	9829510.74952992	9649233.1742336	8036516.87886709	5554725.96056335	0	2347194.70322304	2537141.14812708	6033675.69721423	2804770.53476151	7646840.45515382	5650042.2544612	1246983.69933771	1759955.1049028	1714129.30361456	9908527.77141333	553098.936624706	0	1290570.50895047	5241395.61656725	2118026.48102889	0	4036115.80658479	6009983.96150807	9231254.27998632	5960380.13774212	8185274.00152027	7745182.8084083	6193114.2037273	5477704.16342263	3069087.33528584	1504568.00144236	0
4	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975.631576314513	0	214.467825722623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	8	3171822.04951874	2797307.38527287	4871897.15720408	0	0	1412953.45845242	1075828.30751546	4576687.24158851	0	9649200.44182565	8036866.48059847	5554720.55231929	4721083.12476586	2347066.89026779	2537088.19824013	6033552.01440362	2804822.44568133	7646902.43347761	5649991.11944781	1247087.87374736	1759985.97770409	1714128.99829704	9908659.30546302	0	6185303.84945413	0	5241287.24045252	2118041.22890874	0	4036168.39475841	6010013.79413016	9231332.33531244	5960549.72102904	0	7745031.44399307	6193296.60138766	5477683.15919121	3069191.87530912	1504655.69372348	4994380.57823736
4	1	9	0	0	0	664547.360069038	0	536553.787935131	0	71666.8557461967	0	356732.608634431	0	481152.233236897	0	312405.1728734	379249.04623857	0	0	0	28297.7369628702	0	11612.2215405723	0	0	0	264878.092601537	0	229880.990196456	439772.288911115	443379.312211636	0	608776.697320512	0	287108.645639553	0	0	640014.252404733	0	0	179962.960196801	0
4	1	10	0	662166.692871967	0	664262.917122588	0	536576.904712031	0	0	0	356949.853448295	0	0	176664.711608855	312408.746358072	0	398015.696511448	651293.945651822	0	0	70062.616789328	0	0	0	424113.513565813	265035.895324034	239622.29085127	0	0	0	0	608540.876860636	0	287106.036204876	644620.039978134	316529.585087119	640186.911536972	0	0	0	544267.86649968
4	2	1	0	0	0	0	0	409.021721767072	0	0	0	0	0	0	0	0	362.216190208688	0	0	0	0	783.18360401467	0	0	1008.68890899559	0	238.352180868058	0	0	0	0	0	0	0	0	0	343.528482642685	0	0	139.153149401255	0	0
4	2	3	0	0	0	0	0	0	0	0	265.414328851306	0	0	0	0	0	0	0	0	0	988.375117684183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	4	0	0	0	664363.294295049	0	536509.185461063	133193.524024093	0	0	0	0	481163.084486789	0	312282.292247617	379252.528425918	398058.674401113	651312.50399597	0	0	69891.4122664985	0	0	0	0	264858.901677327	239780.385020918	229892.593357777	439496.048522555	0	0	0	449508.209026391	287065.014081824	644849.904827905	0	640102.535807563	19221.366718277	0	0	544147.253668765
4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858.472104494805	0	260.216868751866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	6	0	0	0	0	0	246.178811836689	0	783.921493475081	0	0	0	0	0	0	0	0	0	518.213630638506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.029986077188	0	0	0	0	0	0	0
4	2	7	372507.8983128	0	633594.902116212	0	0	0	0	71655.8401000021	60944.2336608086	0	404674.332619777	481079.738000763	176784.679204865	312439.020889691	0	0	0	0	28366.9255657566	0	11793.9715341537	0	522788.230588619	0	0	0	229848.598387331	439575.393369154	0	0	0	0	287080.645005144	0	316467.601577038	0	0	239802.242626864	0	0
4	2	8	0	0	0	664473.154650702	0	536255.147631985	0	71782.263954065	0	357090.506057646	404856.602469504	481273.233904149	0	0	379339.322169515	0	0	121603.454354869	0	0	0	644401.716351915	0	424093.357172159	0	239609.089806129	229902.62119217	439654.128660165	0	686211.206966937	0	0	287245.771294197	644678.213120355	0	0	0	0	0	0
4	2	9	3171650.73361635	2797107.95195078	4871923.16893127	981794.941873048	2498000.76316302	1412725.87516034	1075784.34116688	4576780.72000595	9829507.66180422	9649270.19764458	8036757.11839454	5554829.8161953	4721047.62545405	2347086.2299854	2537153.39793619	6033719.45978182	0	7646826.18805086	0	1246991.70487219	1759934.08231617	1713991.96085956	9908491.8921965	553023.298379099	0	1290402.32211882	0	2117978.52983325	5220112.92952827	4036142.31908578	6009940.99735202	9231209.79530326	5960499.55110459	8185352.73414242	7745019.14888796	6193396.94373258	5477681.00450879	3069055.24216866	1504732.8843407	4994443.40187432
4	2	10	0	0	0	0	0	0	689.712067691929	0	0	0	0	0	379.841728324654	0	0	359.137378928174	0	0	0	0	0	0	0	0	0	749.911024438663	0	0	0	0	0	0	0	0	0	0	843.156431671665	0	0	229.642921663804
4	3	1	372421.651317112	0	0	0	0	0	0	0	0	0	404651.788135956	480991.684090679	0	312414.818638271	379201.316049168	398231.299652798	0	121502.459766316	28262.7946772022	0	0	644266.943589259	0	0	0	239645.749518955	0	439799.421195128	443129.374126967	0	0	0	0	644613.392555765	0	0	0	0	0	544276.519665727
4	3	2	0	0	0	0	0	0	0	826.413460075113	204.496263401429	0	649.064233447462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551.041317579047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	3	4	0	0	0	0	0	148.066854103188	0	0	0	0	0	0	648.761948255351	0	0	0	0	0	0	862.734422763594	0	0	1036.4337782344	0	0	0	0	0	0	0	0	0	0	0	0	201.058630124143	0	334.729625350116	1104.05994386587	0
4	3	5	0	0	0	0	0	0	0	0	61063.0131945386	0	0	481192.90755748	176708.432808433	312406.642900653	379196.700179778	0	0	0	28343.7583882604	70072.9629891645	11649.7286590275	0	0	0	0	0	0	439689.13738585	443392.449977343	0	608839.816385204	0	0	644557.325930309	316592.35358659	0	0	239786.393281761	180005.073801782	0
4	3	6	3171729.73766909	2797501.85463156	4871941.45384813	981776.183158747	2497984.4050454	0	1075952.11792693	4576748.41731228	9829493.08041622	9649205.42011361	8036639.66790689	5554858.46314108	4721260.6538926	2347022.96943541	2537007.03729509	6033691.9958507	2804769.62778325	7646887.56098118	5650017.30186336	1247068.40268116	1759809.37772575	1714091.54806116	9908382.1088013	553142.367252534	6185305.78519612	1290610.00022279	0	2118039.35686328	5220148.05303804	4036116.26308519	0	0	5960511.99053021	8185119.30653766	7745061.1306931	6193497.7126966	5477621.79352154	3069090.82216712	1504595.16412211	4994414.88684517
4	3	7	0	662340.882341582	0	0	0	0	133418.141793555	71692.605437776	0	0	404947.273819756	481049.460463369	176827.003687795	0	379229.464094749	398143.567235413	651249.5091347	0	28487.2200671845	70125.5729826282	0	0	0	0	0	0	229773.273487229	439581.367664766	443483.183886747	0	608709.53956741	0	287037.957548343	644748.603773508	316453.594466202	0	19298.1470441307	0	0	0
4	3	8	0	0	0	0	211245.945717937	0	133335.654820462	0	0	356798.447147823	404805.219466676	0	176798.321598454	0	379267.66686053	398153.202582859	0	0	28242.5186634138	0	0	0	0	0	0	239811.20024703	229970.323938859	0	443425.840063631	0	0	0	287223.793227479	644540.993266113	0	0	19347.8471214864	0	0	0
