year	importer_ISO	exporter_ISO	SITC0_1	SITC0_2	SITC0_3	SITC0_4	SITC0_5	SITC0_6	SITC0_7	SITC0_8	SITC0_9	SITC0_10	SITC0_11	SITC0_12	SITC0_13	SITC0_14	SITC0_15	SITC0_16	SITC0_17	SITC0_18	SITC0_19	SITC0_20	SITC0_21	SITC0_22	SITC0_23	SITC0_24	SITC0_25	SITC0_26	SITC0_27	SITC0_28	SITC0_29	SITC0_30	SITC0_31	SITC0_32	SITC0_33	SITC0_34	SITC0_35	SITC0_36	SITC0_37	SITC0_38	SITC0_39	SITC0_40
8	1	2	0	0	0	0	0	532.180348110987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948.599314485373	0	0	0	0	0	0	0	0	0	0	0	0	0	915.077708697829	0	0	571.95382933137
8	1	3	0	662096.78399552	633533.299509749	0	0	536578.355929403	0	71993.7545074052	0	356807.252047498	404761.739486216	481194.784363938	0	0	0	0	0	0	28443.8809071193	70073.8162048806	0	0	522706.258349522	0	264911.984491799	239635.783119958	0	0	443496.413403177	0	608660.8307331	0	0	0	316476.311691575	639971.593270072	0	0	180090.535285538	0
8	1	4	0	0	0	0	0	0	715.532079266251	0	0	0	0	0	0	0	100	544.653633020887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.14204666067	0	0	0	0	0	0	0	0
8	1	5	0	662220.452104485	0	0	0	0	133280.114374785	0	0	0	0	0	0	312269.149629412	379410.154261027	0	0	121429.323323064	0	0	0	0	522713.399764094	0	0	0	229797.236580304	0	0	0	0	0	0	0	316627.302279842	0	19379.1232370384	0	0	0
8	1	6	3171689.01494042	0	4871952.03414827	981732.965693748	2498086.89200162	1413013.05835675	1075698.05239343	4576704.71196436	9829502.9148727	9649249.41784699	8036500.60587671	5554840.29590228	4720928.46905708	2347167.24502993	2537137.46586445	6033679.48132043	0	7646954.27886385	5650047.41763148	1246938.57791943	1760006.25195091	1714084.5953954	0	553016.425979019	6185327.4711094	1290529.80986023	5241529.86498909	2117869.45293676	5220198.32484256	4036192.07341532	6009985.71163358	9231230.74281229	5960503.71292956	8184939.29399286	7745185.75887178	6193445.23304291	5477617.71132328	3069202.86412038	1504540.66526751	4994416.40161481
8	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772.803759573071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970.567136903928	0	0	0
8	1	8	0	0	0	0	0	0	0	71847.8574967143	61000.0009729763	357019.324166084	0	0	176796.946375849	312451.465605037	0	398009.799498329	0	0	28281.1684248853	69994.5809145295	0	0	522805.333229626	424180.113701662	0	0	0	0	443321.338909315	686405.129267798	608638.513948982	449508.799641485	0	0	316549.453171222	640059.243600624	0	0	179794.395021204	0
8	1	9	0	662399.04012088	633420.887964554	664397.709422435	0	536635.149182602	0	0	0	356947.223354743	404784.039272528	481247.527929487	0	312449.038237284	0	398013.277088633	651164.620803565	0	0	0	11629.9534954406	644336.16970735	522799.295133957	0	0	0	230119.658979603	439773.61800622	443525.374986547	686174.304881213	0	449463.263150082	287163.93684894	0	0	640073.910771309	19298.4421959347	0	180029.230469538	0
8	1	10	0	662254.683785397	633522.820514107	0	211356.572681604	0	133385.102434678	0	0	0	0	481046.464980571	0	0	0	398092.622004482	0	0	28423.2023726417	0	11776.7923303476	0	0	0	264872.651357752	0	229819.823205006	439430.107804138	443323.073301458	0	608455.279841156	0	287243.162032191	0	0	0	0	0	179907.166411601	544244.215438292
8	2	1	0	0	0	0	1028.34285298354	660.641206655486	0	0	0	0	0	0	755.414936349005	0	0	0	0	0	1201.44723889139	0	0	0	0	846.898616288293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2	3	0	0	0	0	0	0	0	0	0	0	499.441713181705	0	0	0	0	549.947591242621	0	0	0	987.15582732362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2	4	372523.743410999	0	0	0	211267.469874885	536573.776254748	0	71635.4393405611	0	356810.669858867	0	0	176771.27590327	0	0	398005.005852695	0	0	28305.6195564834	70230.2777400388	0	0	0	424062.045887563	0	239586.591710242	0	439468.510196849	0	686292.573847133	0	0	287215.503073336	644753.029794169	316403.446397315	0	0	0	0	0
8	2	5	3171691.18460015	2797142.47969225	4871916.08194958	981804.244080364	2498016.81587634	1413053.73687776	1075797.00671303	4576785.10841314	9829581.53631651	9649190.12213648	8036610.53214328	5554836.93682835	0	2346962.98948233	2537052.49695094	6033663.36355295	2804916.86093136	7646716.6337794	5649932.15659969	1246819.34394854	1759739.83331322	1714077.24357746	9908630.18633807	553129.840246702	6185322.85982824	1290643.2103251	5241470.90365262	2117938.98722474	5220136.40946754	0	6009805.13659048	9231234.60073813	5960397.36180143	8185174.65903248	7745049.35627995	6193374.43278503	5477469.24019256	3069046.31606831	1504618.98688446	4994425.95023329
8	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630.958629544239	0	0	0	0	0	0	0	0	517.813703346666	0	0	0	0	0	529.202784902906	0	0	0	0	0	0	0
8	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812.738160451508	0	0	0	0	0	0	0	0	0	0	0	0	0	185.810496932633	0	0	0	0	0	0
8	2	8	372642.624453962	0	0	0	0	536306.604838971	133154.556468983	71742.2328644569	0	356790.051085015	0	0	176708.323951475	312345.987888357	379566.501415076	0	0	0	0	69792.0980695074	0	644545.101516753	0	0	265061.438091843	0	0	0	0	0	0	0	0	0	316537.640111447	0	0	239930.705643909	0	544272.783643165
8	2	9	3171791.5100277	0	4871952.390086	981841.978231007	0	1412953.00658644	0	4576561.28381779	9829468.84706654	9649160.50913719	8036784.30135261	5554739.23915205	4721087.19935799	2346973.41986567	2537249.46939008	6033572.89816584	2805131.53703648	7646829.5204305	5649930.04954384	1247038.65831184	0	1714080.91692788	9908386.55028838	553146.370801074	6185163.79290737	1290562.89266907	5241542.26740874	2118002.71640804	5220173.78091157	4036169.93663927	6009962.78336599	9231184.87028222	5960550.67944888	8185140.21286082	7745185.78232924	6193095.6599434	5477717.04679276	3069131.56326623	1504629.76624843	4994466.79415699
8	2	10	0	0	0	0	0	0	0	0	0	0	589.956757016454	0	0	0	0	0	0	0	0	0	0	0	964.685077449116	0	128.121295240679	0	0	0	0	0	0	0	0	169.923112115103	0	0	861.756355575841	0	0	0
8	3	1	372345.014953389	0	0	0	0	0	133234.069059088	71716.9218165579	0	0	404737.535882344	0	176918.774824809	0	0	0	651385.452599482	0	0	0	0	0	0	0	0	239802.124191733	229931.366575886	439819.14261268	0	686241.816657492	0	0	287347.583165041	644748.62212358	316351.010974236	640012.705485445	0	0	179772.307045475	0
8	3	2	500.641858416195	0	0	0	0	0	653.870520582936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.470433328245	0	0	0	0	0	0
8	3	4	0	0	0	0	0	0	0	0	340.860329159982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.405258600546	0	0	0	0	0	0	0	0
8	3	5	0	662091.129398322	0	0	211395.186148301	536568.249507547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439625.32515453	443411.949661351	0	0	0	0	644654.255692107	316575.90967937	0	0	239901.918785005	0	0
8	3	6	0	0	633682.557099803	0	0	536525.194965351	0	71744.5474137184	0	0	0	0	0	0	379202.017510356	398249.524357283	0	0	0	0	11806.0775980017	0	0	0	0	0	0	439494.755770911	0	0	608817.581551111	0	0	644695.053855449	316353.36940468	640059.757888157	19406.1688417782	0	179881.532466558	0
8	3	7	0	662420.895756323	0	664421.340842567	0	0	0	71478.1364813236	60970.131671472	356900.0421781	404786.354014377	0	176772.741136837	0	0	398211.498022596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287103.54571974	0	316325.834899459	640146.715608129	0	240039.008022914	179773.46877795	544119.202511131
8	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414.169990194519	0	0	0	0	0
