imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895457	0	0	0	0	0	0	0	0	0	0	0	0	0.104543	0	0	0	0	0	0	0	0	0	0.0664238	0	0	0	0	0	0.208104	0.0522471	0	0.153784	0	0	0	0	0	0	0.203485	0	0.244229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0717266
1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464993	0	0	0	0	0	0	0	0.0539557	0	0	0	0	0	0	0	0	0.481051	0	0	0	0	0	0	0	0	0.214048	0	0	0	0	0	0	0	0	0	0.249743	0	0	0	0	0	0	0	0.471137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0650709	0	0
1	7	0	0	0	0	0	0.15274	0	0	0.0886749	0	0	0	0	0	0	0	0	0	0	0.267953	0	0	0.266456	0	0	0	0.224175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	3	0	0	0	0	0	0	0.173447	0	0	0	0.156171	0	0	0	0	0	0	0	0.284379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0451298	0.118777	0	0.222096	0	0	0	0.134597	0	0	0	0.209292	0	0	0	0.0684242	0	0.148214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137521	0	0	0	0.221831	0.0801209
2	5	0	0	0	0	0	0	0	0	0.168438	0	0	0	0	0	0	0	0	0	0	0.591308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588647	0	0	0.411353	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280951	0	0	0	0	0	0	0.317515	0	0	0	0	0	0	0	0.0617374	0	0	0	0	0.208042	0	0	0	0	0	0	0.131754
7	2	0	0	0	0	0.448708	0	0	0	0	0	0	0	0	0	0.179097	0	0	0	0.372194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26037	0	0	0	0	0	0	0	0	0	0	0.174683	0	0.160653	0.22914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253398	0	0.0698458	0	0	0	0.0799693
10	2	0	0	0	0	0.272807	0	0	0	0	0	0.233256	0	0	0	0.120161	0	0	0	0	0	0	0	0.287229	0	0	0	0	0	0	0	0	0.0865464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	4	0	0	0	0	0	0	0	0.184141	0	0	0	0	0	0	0	0	0.289995	0	0	0.239541	0	0.114668	0	0	0	0	0	0	0	0	0	0	0	0	0.121106	0	0	0.0505488	0	0	0	0	0	0	0	0	0	0.270461	0	0	0	0	0.16373	0	0	0	0	0	0.344431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0743949	0	0	0	0.146983
8	3	0	0	0	0	0	0	0	0	0	0	0	0.037453	0	0	0	0	0	0	0	0.215594	0	0	0.336805	0	0	0	0	0	0	0	0	0.10281	0	0	0	0	0.307337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352346	0	0	0	0	0	0	0	0	0	0.0412534	0	0	0.42422	0	0	0.18218
