imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
2	1	0	0	0	0	0	0.420022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0742586	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346124	0	0	0	0	0	0.257022	0	0	0	0	0	0	0.147098	0	0	0.0669675	0	0	0	0.10853
1	8	0	0	0	0	0	0	0	0	0	0	0.171333	0	0.155157	0	0	0	0	0	0.23925	0.160942	0	0	0	0.20561	0	0	0	0	0	0	0	0.0677074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	9	0	0	0.220185	0	0	0.101909	0	0	0	0	0	0	0	0	0.0247122	0	0	0	0.27486	0	0	0	0.263696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114638	0	0	0	0	0	0	0	0	0	0	0.410143	0	0	0	0	0	0	0	0	0	0	0	0	0.47113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118727
6	2	0.345169	0	0	0	0	0	0	0	0.16528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415278	0	0	0	0	0.0742728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65319	0	0	0	0	0	0	0	0	0	0	0.112547	0	0	0	0.234262	0	0
8	2	0	0	0	0	0	0	0	0.307687	0.12115	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106977	0	0	0	0	0	0	0	0	0	0	0	0	0.309086	0	0	0	0	0	0	0.29303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397884	0
10	2	0	0	0	0	0	0	0	0	0.151389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271619	0	0.0448844	0	0	0	0	0.0513445	0	0	0.480763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3	4	0	0	0	0	0	0.099681	0	0	0	0	0	0	0.147368	0	0.119849	0	0	0	0	0	0	0	0	0	0	0	0.210949	0	0	0	0	0	0	0.0305725	0.121525	0	0.270054	0	0	0	0	0	0	0	0	0	0.417237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472756	0.110006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	5	0	0.0735603	0	0	0.253423	0.0991913	0	0	0	0	0.172301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177966	0	0	0	0	0	0	0	0	0	0	0.223558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.599547	0	0	0	0	0	0.173733	0	0	0	0	0	0	0	0	0.22672	0	0	0	0	0	0
6	3	0	0.106523	0	0	0	0	0	0.246381	0	0	0	0	0	0	0	0	0	0	0	0.25428	0	0	0	0	0	0	0	0.0294158	0	0	0	0	0	0	0.123301	0	0.240099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	3	0	0	0	0	0	0.0895342	0.181514	0	0.100227	0	0	0.0267704	0	0	0	0	0	0	0	0.217285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11153	0	0.273139	0	0	0	0	0	0	0	0	0.412512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587488	0	0	0	0	0	0	0
8	3	0	0	0	0	0	0	0.200545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166102	0	0.03103	0	0	0.287162	0	0	0	0	0	0.315161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0669722	0.175449	0	0	0	0	0	0	0.410901	0.270236	0	0	0	0	0	0	0	0.0764419	0	0	0	0	0	0	0	0
3	9	0	0	0	0	0.471959	0	0	0	0	0	0.374302	0.153739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0795955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344294	0	0.0914295	0	0	0	0	0	0	0	0.484681	0	0	0
3	10	0	0	0	0	0	0	0.179415	0	0.0851956	0	0	0	0	0	0	0	0	0	0	0.167977	0	0	0	0.21378	0	0	0	0.0954204	0	0	0	0	0.141924	0	0.116289	0	0	0	0	0	0.170196	0	0	0	0	0	0	0	0	0	0	0	0.181241	0	0	0	0	0	0	0.205379	0	0	0	0	0	0	0	0.074046	0	0	0	0	0.178994	0	0	0.0666554	0	0.123488	0	0
4	5	0.145038	0	0	0	0.270001	0	0	0.218677	0	0	0.201988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106831	0	0	0	0	0	0	0	0	0	0	0	0	0.0893554	0	0	0	0	0	0	0	0	0.431614	0	0.3722	0
4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37499	0	0	0	0.488789	0	0	0	0	0	0	0	0	0	0	0	0	0.253926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231029	0	0.367831	0	0	0.147215
5	7	0.191867	0	0	0	0	0	0	0	0	0	0	0	0.293597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0915805	0	0	0	0	0	0.0380633	0	0	0.384892	0	0	0	0.168282	0	0	0	0	0	0	0	0	0	0	0	0.190938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310232	0	0.330548	0
5	8	0	0	0	0	0	0.10948	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387105	0	0	0	0	0.184342	0	0	0.166919	0	0	0	0.152155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63315	0	0	0	0	0	0	0	0	0.311618	0.0552316	0	0	0	0	0	0
5	10	0.264842	0	0	0	0	0	0.307981	0	0	0	0	0	0	0	0.146535	0	0	0	0	0	0	0	0	0	0	0.280643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	8	0.262409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389322	0	0	0	0	0	0	0	0	0.398671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292272	0	0	0.309057	0	0
6	9	0	0	0	0	0	0	0	0.204807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279412	0	0.172691	0	0	0	0	0	0.0614388	0	0	0	0	0	0	0.281651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343619	0	0	0	0	0.656381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	9	0	0	0	0	0	0	0	0.410221	0	0	0	0	0.416732	0	0	0	0	0	0	0	0	0	0	0	0.0892705	0	0	0	0.0837764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429867	0	0	0	0	0	0	0	0.261507	0	0	0	0	0	0	0	0	0	0	0	0	0.308627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
