imp	exp	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"	"SITC0_1"	"SITC0_2"	"SITC0_3"	"SITC0_4"	"SITC0_5"	"SITC0_6"	"SITC0_7"	"SITC0_8"	"SITC0_9"	"SITC0_10"	"SITC0_11"	"SITC0_12"	"SITC0_13"	"SITC0_14"	"SITC0_15"	"SITC0_16"	"SITC0_17"	"SITC0_18"	"SITC0_19"	"SITC0_20"	"SITC0_21"	"SITC0_22"	"SITC0_23"	"SITC0_24"	"SITC0_25"	"SITC0_26"	"SITC0_27"	"SITC0_28"	"SITC0_29"	"SITC0_30"	"SITC0_31"	"SITC0_32"	"SITC0_33"	"SITC0_34"	"SITC0_35"	"SITC0_36"	"SITC0_37"	"SITC0_38"	"SITC0_39"	"SITC0_40"
1	3	0.0944711	0.167978	0	0.168545	0	0	0	0.0181919	0	0	0	0	0	0	0	0	0	0	0	0.0177636	0	0	0	0	0.067174	0	0.0583027	0.111538	0	0	0	0	0.0728518	0	0	0.162334	0	0.0608509	0	0	0.062472	0.11107	0	0.11144	0	0.0899607	0	0	0	0	0.0678629	0	0	0	0	0	0	0	0.00474152	0	0.00195318	0	0.087674	0	0.0444342	0	0	0.0737359	0.0743737	0.115095	0.102107	0	0	0	0.053081	0	0	0	0	0
5	1	0.069117	0	0	0	0	0	0	0.0133199	0.0113233	0	0	0.0892761	0	0.057956	0	0	0	0	0.00526385	0.0130096	0	0.119549	0.0969884	0.0787371	0.0491604	0	0	0	0	0	0	0	0.0533179	0.119649	0	0.118795	0.00359409	0	0	0.100943	0.119234	0	0	0	0	0	0	0	0	0.114258	0	0	0	0.0999516	0	0	0	0	0	0.0224233	0	0.206249	0	0	0.0848547	0	0	0	0.141914	0	0	0	0	0	0	0.204911	0.00620436	0	0	0
1	7	0	0	0.156864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593045	0.0569286	0	0	0.169978	0	0	0	0.159678	0	0.158465	0	0.0594404	0.0445733	0.134767	0.047408	0	0.0806521	0.0845668	0	0.0682842	0	0	0	0.0454138	0	0.0612479	0.0225119	0.0397677	0.0482566	0	0.0828991	0	0.00361041	0	0.00150648	0	0	0.0539864	0.0336986	0	0	0	0	0.087362	0.0774746	0	0.0365528	0.0820765	0.0402811	0	0.00244303	0	0	0
8	1	0	0.267462	0	0	0.0853577	0	0	0	0	0	0.163568	0	0	0.126153	0	0.160944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115995	0	0	0	0.00778676	0	0.0727315	0	0	0	0.0782272	0	0.0260978	0	0.0164471	0	0	0	0.0499768	0.0594155	0	0.0385688	0.0468275	0	0.0804285	0	0.00351345	0	0	0	0	0.0523967	0	0.0295938	0	0.0542639	0.0547389	0.0847429	0.0751745	0.0554938	0.0354621	0.0796011	0	0.0790296	0	0	0	0
1	9	0	0.0925439	0.0885385	0	0	0.0749686	0.018627	0.0100385	0	0.049895	0.0565701	0.0672555	0	0.0436585	0	0	0	0	0.00395683	0	0	0	0.0730452	0	0	0	0	0	0	0.0959048	0	0	0	0.0901073	0.0442223	0.0894574	0	0	0.0251566	0.0760539	0	0.120513	0.115329	0.120937	0	0.09768	0.0242804	0.0130622	0	0	0	0	0	0.0568582	0	0	0	0	0	0	0	0	0	0.0771961	0	0	0	0	0	0.124956	0	0	0	0.117377	0	0	0	0	0.0327542	0.0990576
10	1	0	0	0	0	0	0	0	0	0.0223639	0.131009	0	0	0.0648797	0	0	0.146081	0	0	0.0103989	0.0257131	0	0	0	0	0.0972367	0	0	0	0	0	0	0	0	0.236618	0	0	0	0	0.0659982	0.199702	0.0934723	0	0.159026	0	0	0	0.0334716	0	0.0153234	0	0	0	0	0	0	0	0	0	0	0	0.00296003	0	0	0	0	0	0	0.110306	0.111305	0	0	0	0.0720885	0.161903	0.0794309	0.160713	0	0	0	0
2	8	0.0698173	0.124122	0	0	0	0	0	0	0	0.0668875	0.0758584	0	0	0.0585479	0	0	0.122101	0	0	0	0	0	0	0	0.0496678	0	0.0430928	0	0	0	0.114123	0	0.0538346	0	0	0.11996	0	0	0	0.101986	0	0.0980271	0.0937802	0	0	0.0793995	0	0.0106449	0	0.0528376	0	0	0	0	0	0	0.0964353	0	0	0	0.00174307	0.0954133	0	0.0628281	0	0	0.0340738	0.0650747	0	0	0.0901358	0	0	0.0954119	0	0.0947452	0.00282341	0	0.026626	0
3	5	0.0757745	0	0	0	0	0	0	0	0.0124036	0	0.0823617	0.0978851	0	0.0635542	0	0.0810186	0	0	0.00578043	0.0142158	0.00239462	0	0	0	0	0	0	0.089454	0.0902292	0	0	0	0.0584122	0	0	0.130292	0	0.0488382	0.036611	0.110775	0	0.120785	0	0	0	0	0	0	0	0	0.0738191	0	0	0	0	0	0.118824	0.0221443	0	0	0	0	0	0	0	0	0	0.0801774	0.0808858	0.125164	0.11103	0	0	0.11762	0	0.116758	0	0	0.0327924	0
7	4	0	0	0.144821	0	0.048329	0.122649	0	0	0.0139593	0.0815707	0	0	0	0.0713876	0	0	0	0.0277767	0	0	0	0	0	0	0	0.0547851	0.0525329	0.100503	0.101348	0	0.139174	0	0	0	0	0	0	0	0.0411636	0	0	0	0.112728	0.118221	0	0.0954661	0	0	0	0.0635072	0.0720203	0.085593	0	0	0	0.0708796	0	0	0	0	0.00206773	0	0	0	0	0	0	0.0782431	0	0	0	0.0799619	0.0510801	0	0.0563389	0.113893	0	0	0	0
10	4	0	0	0	0	0	0.159135	0.0395896	0.0213211	0.0180524	0	0	0.142686	0	0	0.112552	0.118062	0	0	0	0	0	0	0	0	0.0786159	0.0710786	0.0682021	0	0	0	0	0	0	0	0.0938821	0	0.00566342	0.0711598	0	0	0.0784265	0	0	0	0	0	0	0	0.0128375	0.0752075	0	0.101314	0	0.0658014	0	0	0.137178	0	0	0	0.00246449	0	0	0.0893141	0.0558323	0	0.0483943	0	0	0.144534	0.128221	0	0.0604746	0	0	0	0	0	0	0
