year	importer_ISO	exporter_ISO	SITC0_1	SITC0_2	SITC0_3	SITC0_4	SITC0_5	SITC0_6	SITC0_7	SITC0_8	SITC0_9	SITC0_10	SITC0_11	SITC0_12	SITC0_13	SITC0_14	SITC0_15	SITC0_16	SITC0_17	SITC0_18	SITC0_19	SITC0_20	SITC0_21	SITC0_22	SITC0_23	SITC0_24	SITC0_25	SITC0_26	SITC0_27	SITC0_28	SITC0_29	SITC0_30	SITC0_31	SITC0_32	SITC0_33	SITC0_34	SITC0_35	SITC0_36	SITC0_37	SITC0_38	SITC0_39	SITC0_40
10	1	2	0	0	0	0	0	0	773.135625886486	0	0	0	0	0	0	0	0	456.55960742909	0	0	0	600.043760925097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1074.704502166	0	1124.53613304481	0
10	1	3	372500.733696806	662337.615457345	0	664573.473925542	0	0	0	71730.9603818591	0	0	0	0	0	0	0	0	0	0	0	70041.9530658374	0	0	0	0	264868.073798735	0	229888.058507346	439796.497322012	0	0	0	0	287255.412320029	0	0	640083.540033145	0	239935.776320652	0	0
10	1	4	0	0	0	0	0	466.294703577956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910.212620931055	0	0	0	0	0	0	0	0	0	0	0	0	1007.99088696942	0	0	0
10	1	5	372468.430861194	0	0	0	0	0	0	0	0	356925.204850521	0	0	0	312234.009338552	0	0	0	0	0	70047.0671294399	0	644291.674721541	0	0	265073.545309272	0	0	0	443318.301881209	0	0	0	0	0	0	640112.725323568	19381.4957578438	0	0	0
10	1	6	3171639.40298272	2797293.5621774	4872016.51843062	981760.077568146	2497984.62504866	1413109.28385435	1075852.08177386	4576492.11409281	9829544.4852914	9649212.02149974	8036641.36150901	5554915.16591746	4720838.0244098	2347075.41645383	2537172.19936386	0	2804949.01499528	7646664.30985662	5649993.38829871	1247079.70511561	1759986.12024667	1714194.43766057	9908370.64091883	553165.650723981	0	1290481.32249667	5241552.68243184	2117893.83186833	5220007.93424782	4036330.09087426	6010174.69711689	9231111.12781063	5960554.76886898	8185151.6784962	7744895.06141886	6193401.41648948	5477691.13484711	3069197.71848675	1504663.3359173	4994454.30925283
10	1	7	0	0	633455.12696318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239486.186119741	229891.907987192	0	0	686414.580292349	0	0	0	644820.918773829	0	639920.899519285	0	240034.925088349	179998.045023307	544223.824690796
10	1	8	0	0	633558.561029232	0	211365.232822985	0	133204.467605251	0	0	0	404760.102194253	481203.767104803	0	312366.644805619	379253.53954617	0	651387.104437591	0	28455.2416770566	0	0	0	0	424358.759382403	0	239679.043926997	0	439480.849700324	443327.799215977	686329.40736934	608835.29277494	449441.967897374	287205.908193789	644685.66536331	0	640057.076396364	0	0	0	0
10	1	9	0	662200.113521138	633538.931841108	0	0	536439.621426697	133285.648311972	71830.946518242	0	357025.139885333	404788.75739395	481248.540477935	0	312399.074342641	0	0	0	0	28313.1766054222	0	0	0	522676.846824862	0	0	0	0	0	0	686248.906396325	0	0	0	644765.000017865	316433.358855879	640114.514337064	0	0	180008.691604988	544205.379427027
10	1	10	372299.837250759	0	633400.241064273	0	0	0	133317.379829332	0	61033.0716377788	0	0	0	0	0	0	0	0	0	0	0	11789.7738899977	0	0	0	0	0	0	439350.353946301	443326.092236525	0	0	0	287128.389360345	644858.236838309	316372.973206875	640120.322436793	0	0	0	0
10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736.037801853002	0	622.61985018657	0	0	0	0	0	951.379182859908	0	0	0	0	0	0	0	0	547.946414281241	0	0	0	0	0	0	348.480787609151
10	2	3	0	2797420.07168548	4871983.01331138	981801.534948804	2498138.24793307	1413190.71499319	0	4576614.93956752	9829516.40473865	9649253.22421051	8036581.31834453	5554951.26658838	4720937.30229153	2347072.12051139	2537199.25971971	6033619.63837246	2804794.55933277	7646929.55517374	5649816.17667795	1246935.01231608	1759783.07438826	1714117.07240825	9908551.07307218	552918.498014412	6185219.8301107	1290628.422543	5241547.70516676	2118008.19098934	5220085.09775171	4036155.3901404	0	9231255.06554364	0	8184998.30690942	7744997.02954945	6193559.96092224	5477727.42481762	3069231.70041512	1504751.27794496	4994491.02594884
10	2	4	0	0	0	0	0	404.938389605074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2	5	3171815.25363771	2797288.77356804	0	981922.991933856	2498065.90345698	1413151.51082797	1075725.61959211	4576702.0723282	0	9649099.68526563	8036621.89974531	5554952.78919639	4721086.56309474	2347011.29247703	0	6033609.90238126	2804819.44227814	7646833.62069348	5650210.80777316	1246972.56154258	0	1714210.76492239	9908382.13666624	553142.107580619	6185348.9577252	1290452.65949032	5241301.32757433	2118040.48917546	5220116.24197406	4036168.72416959	6010064.42665207	9231303.93330863	5960718.8229756	0	7745052.43917551	6193477.04192509	5477628.52588775	3068973.82106638	1504685.93337558	4994571.84136097
10	2	6	0	0	0	0	0	379.649909634079	705.145294264869	695.675593410606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677.040542868472	0	0	0	1059.21690831007	0
10	2	7	0	0	0	0	0	209.650400608674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.750803622107	0	0	505.938152730602	0	0	0	0	233.630714428664
10	2	8	372472.027882339	662187.088058052	0	0	0	0	0	0	0	356841.652780788	404701.145771332	0	0	312350.376400138	0	0	651405.545788764	0	0	0	0	0	0	0	264975.422672552	0	229897.965543108	0	0	0	608843.061790941	0	287205.108967655	0	0	639981.156115787	0	0	0	544093.177199777
10	2	9	3171701.92425359	0	4871905.58384007	981830.460752114	2497950.67683146	0	1075535.58428433	0	9829559.43884362	9649293.73476455	0	5554996.18732077	4721037.119284	2347092.7226059	2537317.00962222	6033800.49324688	2805023.59191031	7646888.56380644	0	1246902.72624016	1760084.62527173	1714050.11098302	9908364.65415901	552966.579643733	6185257.87451022	1290508.56433898	5241338.90266564	2117922.87349643	5220101.42673795	4036220.69469211	6010110.590409	9231113.92434425	5960294.27131421	0	0	6193342.52171878	5477794.33779436	3069103.45917497	0	4994586.60988357
10	2	10	3171715.49682146	0	4871942.7549777	981706.967922005	0	1413039.86608923	1075736.32085832	4576581.21004356	9829551.69522538	9649276.41690923	8036780.17418436	5554870.10481818	4720838.08128741	0	2537229.4616702	6033509.13729829	2805024.78985461	7646765.87828853	5649974.92553634	1247014.80836122	1759980.6224997	1714129.27762	9908514.33473163	553170.854188693	6185234.27311054	1290472.37338921	5241557.13006315	0	5220144.16789974	0	6009958.56622201	9231337.44847993	5960504.86357639	8185038.69004341	7745015.26512775	6193375.4463099	5477675.86597001	3069097.50890575	1504644.08407992	4994521.65501259
10	3	1	372468.791015515	662216.356673603	0	664424.336144217	0	536361.360976259	0	0	0	0	404610.333044031	0	0	0	0	0	0	0	28269.739161207	0	11645.1814522905	0	522727.915885299	0	264924.272254072	0	0	439626.271912851	443428.965402767	686213.71216873	608778.376075868	0	0	0	316478.03476689	0	0	0	0	0
10	3	2	3171705.39508002	2797287.2256287	4871847.24499494	981830.114065801	2498002.08821973	1413113.94913496	1075894.75580542	0	0	9649410.96110544	8036684.20676421	5554902.61467114	4721093.05850519	2347300.55957036	2537269.41680329	6033741.90755081	0	7646794.92634643	5650110.13629437	1246962.05254333	1759840.44945772	1714028.41865774	9908613.39936037	553257.839830766	0	1290741.22254075	5241330.01793825	2118042.62759119	5220177.16388711	4036250.43340324	6010146.77751477	9231111.47999581	5960398.49423988	8185189.99498791	7745169.39657284	6193514.83911	5477618.85615111	0	1504737.65486659	4994496.13087529
10	3	4	3171827.29258773	2797415.87886988	4871990.69002955	981877.808295942	2498177.32935322	1413158.0001268	1075763.60039221	4576773.42514096	9829616.49316658	9649184.08578654	8036730.5421199	5554916.65057305	4721172.59055473	2347173.58353325	2537104.40627946	6033608.06279924	2804834.10760655	7646744.42589241	5649887.45248313	1247095.1203478	1759895.97991882	1714164.23364876	9908594.91527885	552963.056132511	6185180.33490405	1290640.36163122	5241289.72993176	2117946.77487682	5220133.85202289	4036051.93794587	6009935.54233615	9231251.20037276	5960279.56126295	8185018.0790166	0	6193563.04465054	0	3069147.22268379	1504585.42531423	4994405.94128593
10	3	5	372352.980117737	0	0	0	0	0	0	0	60951.0049106702	0	404722.147739078	481003.610952573	0	312302.796724759	0	398122.444723183	0	0	28404.816184121	69855.6860247868	11767.0971368302	0	0	0	0	0	0	439573.688295028	443383.072890444	0	0	0	287035.54187046	0	0	640250.398366751	0	239989.056167099	179905.153526058	544342.766155067
10	3	6	3171796.22409927	2797320.2191951	4872091.24714352	981811.88063018	2498145.4685999	1412944.18662089	0	4576642.84567669	9829579.29003359	9649159.17502212	8036852.38999235	5554717.57675758	4720812.60292347	0	2537246.90601406	6033542.50673545	0	0	5649990.72524515	0	1759905.62755294	1714180.98357221	9908499.24592346	553019.424025388	6185434.74186016	1290740.13062731	5241483.03792494	2118216.0730293	5219894.57984569	4036097.56747874	6009998.36320768	9231147.1078908	5960534.16085798	8185109.36242701	7745325.03997887	6193333.79643229	5477668.21519619	3069190.59506989	1504695.46823161	4994567.13562087
10	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.805413836268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	3	8	501.381677554164	0	0	0	925.846300370616	0	0	0	223.827828436143	0	0	0	0	0	0	435.219072194747	0	0	0	0	0	0	1013.29962381387	974.248657831777	0	518.465223911883	0	0	0	0	0	0	0	118.28874414073	0	236.462713707943	0	0	0	0
10	3	9	3171657.13916522	2797340.92721125	4872055.89072941	981840.135731773	2498197.68530425	1413015.29057309	1075899.78442618	4576494.16158734	9829460.71862267	9649254.66212925	0	5554911.78022375	4720999.25843027	2346900.4007629	2537311.98319052	6033676.99681183	2804958.7931603	0	5649940.7203035	1247007.15080306	0	1714102.67365147	9908576.52076866	553070.201610436	6185279.652789	1290586.35631777	5241431.24037342	2117846.49842388	5220015.66169455	4036182.82322305	6010175.97711371	9231190.6220408	5960550.91558864	8185166.25456569	7744940.18412908	6193339.38865596	5477718.47547861	3069363.10313451	1504481.81229505	4994408.5342562
10	3	10	3171651.52044146	2797330.27095484	4871962.54557224	981725.397719357	2497948.38014502	1413033.62014739	1075715.61403896	4576847.99813163	0	9649100.94118389	8036690.35914932	5554747.31950523	4721110.06641077	2346980.47914139	2537467.73821922	6033613.08508989	0	7646811.03859343	5649796.34924225	1246816.62057604	1760044.97916201	1714230.07714711	9908569.87553241	553141.312064046	0	1290625.33719151	0	2118011.47392994	5220044.57668354	4036125.92626056	6010136.51207365	9231053.37721743	5960581.19927129	8185063.28814231	7744879.5024694	6193327.57074772	5477838.37199095	3069201.94600428	1504686.69737113	4994546.76548894
10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542.203955514471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1028.15227592729	0
10	4	2	0	0	0	0	0	0	586.469056681579	0	0	0	0	0	0	0	367.124144720773	499.017314673553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446.444488302051	0	0	0	0	0
10	4	3	3171918.31467329	2797389.41097486	4871895.03874031	981904.748658085	2498029.40512933	1413075.7590532	0	4576622.78596288	9829339.45287315	9649494.68501698	8036984.4399639	5555011.39418189	4721028.12256206	2347010.1746112	2537310.23299187	6033781.76065005	2805215.98312357	7646897.18780632	5649945.36550854	0	1759912.40157115	1714196.75557775	9908496.4065327	553069.295281864	6185300.93305669	1290708.04479585	0	2117713.06705215	5220057.25834582	4036249.25815629	6010018.48407106	9231202.36410643	0	8185154.93345431	7745072.89710709	6193435.5359126	5477587.28536553	3069024.79943798	1504539.45677404	4994591.45895752
10	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1127.38175996095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	4	6	3171701.39079247	2797399.21095079	4871865.07920812	981700.634463571	2498031.45137009	1413181.19445896	1075843.18752851	4576517.76422735	9829577.47908851	9648997.86629333	0	5555060.11842712	4721153.37543277	2346958.59502257	2537059.20192546	6033537.09691337	2804809.37273764	7646781.53226182	5650055.01195148	1246992.51616652	0	1714338.6380652	9908695.00564366	552963.628341244	6185291.4799123	1290587.73881874	5241573.4586744	2118068.26203032	5220056.23366354	4036040.82281424	6010302.85431219	9231039.0020037	5960669.58887148	8185129.25526164	7745042.54360563	6193431.50400908	5477570.52001947	3069316.14314147	1504470.17023823	4994582.75419959
10	4	7	0	0	633499.558717316	664369.18507441	0	536492.453850018	0	0	0	356892.123764672	404733.301480141	481008.485621369	0	0	0	398323.306126386	0	0	0	0	11620.0275479533	0	0	0	0	0	0	439704.048769574	0	0	0	449363.336159085	287055.853511998	0	316608.394953454	640044.767260393	0	0	0	0
10	4	8	0	0	0	0	0	0	0	0	0	0	700.302469761488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383.203379397213	0	0	0	296.49461030662
10	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098.5358610961	0	0	0	0	0	0	0	0	0	0	0	0	141.350854545177	0	0	0	0	0	0	0	0
10	4	10	372409.186157379	0	0	0	0	0	0	0	60958.9451650225	357123.496238444	0	481088.62641575	0	312458.495938683	0	0	651392.207534442	0	0	0	11702.6524010822	0	0	424109.016641364	265119.978268835	0	229800.738443357	0	0	686321.779032312	608860.1319305	0	287164.163233871	0	0	0	0	0	0	0
10	5	1	372467.972037523	0	0	0	0	0	0	71780.2300201966	61020.8349884974	0	0	481104.142619032	0	312321.600242017	0	0	0	0	28366.6055694589	70108.145482285	0	644245.193704954	522665.271659646	424309.881093712	264922.642121008	0	0	0	0	0	0	0	287327.161525899	644781.425264714	0	640178.092934021	19368.342627503	0	0	543978.765991707
10	5	2	3171834.81506267	2797229.75095498	4872018.00700695	981862.850432627	2497842.43350975	1412875.84764085	1075823.31314099	4576424.91707168	9829595.83402412	9649028.19030455	8036919.95272633	5554811.30256353	4720941.79078567	2347154.55635956	2537166.07472265	6033730.80999063	2804856.30389357	7646788.44782503	5650104.51984009	1246863.15539913	1759829.6585039	1714035.87307641	9908558.21885073	553248.86192461	6185317.85029229	1290496.78509103	5241426.52122995	2117984.2576056	5219943.63582947	4036293.10067045	6009924.40072576	9231155.38483841	5960421.93797335	8185232.71350967	7745015.25084643	6193403.83897881	5477810.91694377	3069253.46447596	1504575.40310073	4994471.14952551
10	5	3	0	662138.271611133	0	0	0	0	0	0	0	0	404673.751534059	0	0	0	0	0	651389.200785681	121394.48395216	0	0	0	0	0	0	0	0	0	439530.07882161	443413.586691911	686143.673112556	608663.244794111	0	0	644789.406716808	0	640066.006002613	0	0	179766.889901617	0
10	5	4	0	0	0	0	0	0	0	801.096090588498	307.85803736158	0	0	0	0	0	397.05383532773	0	0	0	0	0	0	0	1097.31180680492	0	0	0	0	0	0	0	0	0	0	0	429.163318042466	0	0	0	0	385.910879976708
10	5	6	0	0	0	664299.614372758	211398.060962715	0	0	0	0	0	404742.627552166	481162.722166397	176858.637954151	0	0	0	0	121527.347545201	28356.0983116275	70055.9078141576	0	0	0	424156.065121952	0	0	229910.504881943	0	443479.388614192	0	0	0	0	0	316472.33471621	640026.694477103	0	0	179871.433005768	544391.624984464
10	5	7	0	0	633542.224928811	664405.045074469	0	0	133290.497518016	0	0	0	0	481236.769888747	0	0	379233.894492758	398150.277875734	651453.939991751	0	28359.1077290781	70000.5660876404	11858.3095058046	644239.753542869	522753.10855986	0	0	239468.465195352	229814.057840722	0	0	0	0	0	0	0	316517.754370709	0	0	239855.602831537	0	0
10	5	8	0	0	0	0	0	0	0	0	0	0	0	0	722.219572760808	0	0	0	0	0	0	0	0	0	0	961.588219683756	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	355.38778116041
10	5	9	0	0	0	0	0	278.135837807628	0	740.899572992745	0	0	0	0	0	0	0	0	0	0	817.000864400453	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
10	5	10	0	0	0	0	0	0	685.61894271979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004.65975904785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	6	1	3171544.76648124	2797061.95630036	4871859.28607071	981687.974549854	2498126.59300443	1413157.22619716	1075574.92537122	4576601.0140392	9829547.65224998	9649274.43824336	0	5554833.16616059	0	0	2537237.28794502	6033663.10630652	2804965.03665976	7646936.44892858	5649980.62528844	1246905.64306887	1759876.48532333	1714090.96230359	9908504.06234846	553095.709159278	6185329.6199614	1290596.14203596	5241506.67677443	2117843.53623514	5219931.34700659	4036103.49060873	6009937.36238628	9231213.91746842	5960676.9985356	8185169.90739984	7745062.47188298	6193298.22823245	5477820.97242805	3069212.34533519	1504756.43013755	4994516.61506203
10	6	2	0	0	0	0	0	356.015245906756	0	0	0	0	0	0	665.425746504621	0	0	446.43278439595	0	587.114633900039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458.989717604821	0	477.703304891705	0	0	0	0	485.229522156998
10	6	3	3171577.08114318	0	0	981830.76515009	2498161.37292296	1413205.0097403	1075799.91506598	4576577.39622752	9829639.47015699	9649217.24444473	8036615.48343835	5554954.98126676	4721219.72053389	2346894.43432953	2537145.64389581	6033477.28540043	2804954.22758651	7646777.73527224	5649982.5795634	1246905.48833433	1759787.57640777	1714055.59725928	9908497.09353806	553241.267214567	6185280.95135542	1290496.33902001	5241607.49308971	2117973.72210169	5220022.1329537	4036188.21929451	6009963.17329409	9231187.79928529	5960415.96627351	8185085.84646677	7744943.59921835	6193313.91952044	5477799.8483263	3069148.22773552	1504571.09111736	4994365.7266671
10	6	4	3171752.06226733	2797261.91799091	4871964.36262073	981971.963972407	2497939.77033708	1412966.13554967	1075765.93827113	4576605.50399295	9829589.28196748	9649093.02442543	8036690.46492618	5554852.2801007	0	2347068.3586765	2537228.29242167	6033713.88698217	2804796.1617662	7646993.14901882	5649736.38687982	1246924.0566157	1759959.61130469	1714162.49206219	9908658.51333756	553139.884088059	0	1290640.56072076	5241189.90210709	2118029.16947762	5220022.70543339	4036232.6463232	6009923.91829812	9231243.18876109	5960448.24166769	8185255.17352282	7744939.25342991	6193293.51716478	5477650.99686033	3069218.75109175	1504858.76661144	4994370.00939934
10	6	5	372639.759880687	662311.497530536	0	664339.15409579	0	536509.150184467	0	0	0	0	404682.362982395	0	176764.387807238	0	379200.348499008	398183.322776714	0	0	0	70397.1831884564	11707.9999412745	0	0	0	0	0	0	439612.214820617	443379.328383243	686447.51716633	0	449332.290118973	0	644602.690545527	316593.794689065	0	0	0	0	0
10	6	7	372480.083345797	0	633442.560669257	664258.68815284	0	0	0	0	61031.9060199166	0	0	481155.298633312	0	312271.924726288	0	0	0	0	0	0	11836.8141883817	0	0	424153.757509423	264839.546828166	0	229846.207654573	439536.934972112	0	0	608628.959464259	0	287111.86496238	644781.869169159	0	0	0	239899.385361396	0	0
10	6	8	0	0	0	0	0	0	856.423140502521	0	199.051655245218	0	0	0	0	0	0	0	0	0	0	0	0	0	944.901683726134	0	0	0	691.965082967753	0	0	0	1090.6748618982	125.04638102668	0	0	0	0	0	0	0	0
10	6	9	3171647.59767128	2797064.66586276	4871988.4906269	981778.891329652	2497768.30291087	1413203.39964269	1075767.51213803	4576650.60715637	9829493.66243779	0	8036682.71927242	5554838.84429809	4721102.05313117	2347082.44826861	2537178.80016561	6033750.29200761	2804985.45157439	7646712.20860262	5649839.03952666	1246827.29631792	1759828.40331655	1714191.19892739	9908285.56495108	0	6185308.08859962	1290461.00698517	5241437.68306867	2117787.54567273	0	4036193.76785407	6010038.27169599	9231289.85898809	5960596.61389026	8185146.16303055	7744968.7776097	6193118.77476962	5477890.16701983	3069118.15451981	1504525.40212699	4994316.07345686
10	6	10	0	2797201.23918032	4872006.23778853	981980.320978731	0	0	1075732.10349727	4576324.79306555	9829494.65477456	9649328.5007698	0	5554972.36493759	4720883.79664486	2347025.74208982	2537304.27990859	6033813.58478551	2805051.18133897	7646831.62553447	0	0	1760023.51539517	0	9908401.94306081	0	6185418.49057023	1290616.06406351	5241541.82287163	2118062.81803957	0	4036250.61250769	6010023.90964408	9231384.15092914	5960471.34508882	0	7745346.41409678	6193117.012045	5477624.12430634	3069298.1359661	1504671.48455917	4994555.56756605
10	7	1	372412.791603259	0	633561.028135937	664312.770905165	0	536405.047331004	0	0	0	356747.434277834	0	481131.577894051	176841.609016887	312394.615369655	379078.45444703	0	651211.954224433	0	28361.4721987814	0	11834.0939437253	0	0	424088.634161744	264718.410613921	0	0	0	0	686269.87425798	608599.828995781	0	287139.297490392	644749.904753071	316426.897435402	0	19191.1905462898	0	0	0
10	7	2	276.96931063279	0	0	0	0	0	590.269970360175	0	0	0	0	0	0	0	0	0	0	0	1039.62204366578	0	0	0	0	847.545648817284	0	0	0	100	0	0	0	100	0	100	0	0	0	0	0	0
10	7	3	0	0	0	0	1018.9579148618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925.985852022147	0	0	0	0	0	0	0	0	0
10	7	4	0	0	633543.036658614	0	211423.298454283	536548.256366125	0	0	61067.3916542586	356844.673122741	0	0	0	312297.140454609	0	0	0	121513.612734779	0	0	0	0	0	0	0	239666.407456664	229813.976316939	439668.339410851	443363.899501668	0	608840.301198131	0	0	0	0	0	0	0	180077.091693067	0
10	7	5	372502.179984265	662276.221681642	633621.723923234	664469.182501841	0	0	133492.923711332	0	0	0	0	0	176896.09389593	312298.482511602	379411.219489477	0	651384.259562682	121208.930924101	28404.3979379635	0	0	644286.016094853	0	0	264866.125954163	239751.548867967	0	0	0	0	0	449503.98674134	0	644467.482995777	0	640031.591557873	0	0	179724.954683764	0
10	7	6	0	0	0	0	0	536647.883117686	0	0	0	0	0	481079.417021227	0	0	379233.954965143	398196.92939116	0	0	28339.2561988285	0	0	0	0	0	0	239599.944239746	0	0	0	686396.760405115	0	0	0	0	316426.392394976	640213.307755571	0	0	0	544341.231910764
10	7	8	0	0	0	664590.234338514	0	0	0	0	0	0	404659.688490731	480991.228950415	0	0	0	0	651468.038151574	0	0	0	0	0	0	0	264899.835893041	0	229963.349544634	439698.821407313	0	686306.002360951	0	0	287213.562356633	644947.163337712	316363.277190041	639940.721324557	19360.7058927874	0	0	544087.364272729
10	7	9	0	0	633453.843112551	664387.596860393	0	0	0	71797.6443859412	0	356756.519353458	0	481292.678269712	0	312451.740120758	0	398076.412432265	0	121487.026739785	0	0	0	0	0	0	0	239644.307239144	229724.276276205	439802.878324572	0	686328.747945367	0	0	287183.686572862	0	316465.724974079	640038.147504766	0	239912.17219922	0	544093.618990106
10	7	10	372438.750465527	662216.621208132	633541.289376133	0	0	0	0	0	0	0	0	480999.82208106	0	312515.301747253	379126.918221472	0	0	0	0	0	0	644565.937800074	0	0	0	239614.13163809	0	0	0	0	0	0	0	0	0	0	19321.3418419807	239941.617898055	179871.701862732	0
10	8	1	0	662068.050680899	0	0	211291.845340367	0	0	0	0	0	404891.608343539	0	0	312276.194994703	0	398396.849906618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287131.306962025	0	0	0	19275.1001710442	0	180037.215977823	0
10	8	2	0	662148.668566623	633461.473442775	0	0	536323.811149538	0	71903.7798088569	0	356904.750164611	0	0	0	0	0	0	651396.418822858	0	0	0	11774.0123671299	644492.926858735	0	424388.01232096	0	0	230160.24708898	439563.009729714	0	0	608844.888508603	0	0	644483.56409182	0	639980.279830165	19071.4382035506	0	179852.11227232	0
10	8	3	0	0	0	0	0	0	727.433636598712	0	0	0	0	0	0	0	259.693870558994	0	0	0	0	0	0	0	974.518321487027	0	0	0	0	276.589669565074	0	0	0	0	0	0	0	0	0	0	0	0
10	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776.357280840127	0	0	903.561024748875	941.61904953333	343.640411918355	0	643.103348324318	0	0	0	0	0	0	0	381.948952399484	0	983.1788117722	0	0	0
10	8	5	0	0	0	0	0	215.94111809231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891.463081734961	315.752617924242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	8	6	0	0	0	0	0	0	0	0	143.24550607322	0	0	0	762.27970586987	0	367.812826846864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	164.56319737596	0	0	0	0
10	8	7	0	0	0	664319.910222979	211394.560624777	536428.807054692	0	71859.3191741436	0	0	0	481174.022949272	176714.653394162	312350.099184812	379357.506203647	0	0	0	28279.518860327	0	11829.5351958452	0	522658.513949904	424170.344178638	0	239698.151206359	0	0	0	686367.606688695	0	449365.128891977	287201.407143158	0	0	640088.928509361	0	239733.826618866	0	0
