year	importer_ISO	exporter_ISO	SITC0_1	SITC0_2	SITC0_3	SITC0_4	SITC0_5	SITC0_6	SITC0_7	SITC0_8	SITC0_9	SITC0_10	SITC0_11	SITC0_12	SITC0_13	SITC0_14	SITC0_15	SITC0_16	SITC0_17	SITC0_18	SITC0_19	SITC0_20	SITC0_21	SITC0_22	SITC0_23	SITC0_24	SITC0_25	SITC0_26	SITC0_27	SITC0_28	SITC0_29	SITC0_30	SITC0_31	SITC0_32	SITC0_33	SITC0_34	SITC0_35	SITC0_36	SITC0_37	SITC0_38	SITC0_39	SITC0_40
9	1	2	0	0	0	0	0	394.55495521334	0	0	0	0	609.589097714767	0	0	0	0	0	0	0	0	0	0	0	0	0	183.439502745291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1	3	0	662425.572888053	0	664244.979059403	0	536579.250972457	0	0	0	0	0	0	0	312288.386068254	0	398205.821281131	651356.764611902	0	28462.3993717633	0	0	0	0	424228.404119729	0	0	0	0	443407.032884548	0	0	0	287048.331148653	644802.203987041	0	0	19313.5012988041	0	179934.199104531	0
9	1	4	0	0	0	0	0	0	0	0	0	0	757.530307126748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601.690169704014	0	0	369.227776418996	0	0	0	0	0	0	0	0	0	0	0
9	1	5	372607.228459354	662270.746137206	633441.983650688	664355.409405959	211421.577684069	0	0	71577.7743444348	0	356827.984166104	404734.621924594	0	0	312196.347660202	0	398029.773983314	0	0	0	0	11747.2743724922	0	522515.261622055	424111.613519215	264908.232471634	239669.399556667	229809.528812752	0	0	0	608772.918198544	0	0	0	0	0	19306.1450593989	240009.422878392	0	0
9	1	6	3171706.69898541	2797295.67462372	4871826.12133443	981729.602919418	0	0	1075896.4266892	4576445.07055828	9829594.00998911	9649200.36741733	8036634.02065292	5554911.86661218	4721043.40902252	2346992.43768816	2537162.82293455	6033641.71038837	2804973.37643679	7647007.57310111	5649915.43667694	1246920.92167775	1759953.89201332	1713982.5605381	9908498.70565456	553129.960047518	0	1290468.52484538	5241314.88144177	2118052.73722024	5219955.67015674	0	0	9231152.77638048	5960385.09004424	8185024.80259838	7745089.02139997	6193328.59797357	5477726.27713965	3069125.73150382	1504543.85380413	4994490.12925767
9	1	7	0	0	0	0	1064.41199190554	0	0	0	264.173045212232	0	0	135.611570026165	0	0	0	0	0	629.443367871058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	312224.373844499	0	0	0	0	0	0	0	0	0	0	0	239736.210031581	0	0	443550.517869296	686268.832259434	0	0	0	0	316598.064668629	640044.998078571	0	0	0	0
9	1	9	0	0	633749.997149352	0	211255.368045522	536357.314105832	133432.262256721	0	61092.4100895947	0	0	481233.502248739	0	0	0	0	0	121318.988624693	28481.0578789214	0	0	644302.533367217	0	0	0	0	0	0	0	0	0	449451.471945492	0	644779.539056854	0	640060.9760828	0	0	179872.585370434	0
9	1	10	0	0	0	664252.647832053	0	536596.967864517	0	0	0	0	404770.839501857	481094.969918106	176790.13054776	312227.865237435	0	0	651517.387803436	0	0	0	11738.4159958011	0	0	0	0	0	0	0	0	0	0	0	287160.045328331	644565.449641871	0	0	19278.2635728027	0	180009.221417422	544366.422113834
9	2	1	0	0	0	0	1017.25535801326	395.46130174208	0	0	0	0	0	0	615.802761431531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652.324058350569	0	0	0	0	0	0	0
