year	importer_ISO	exporter_ISO	SITC0_1	SITC0_2	SITC0_3	SITC0_4	SITC0_5	SITC0_6	SITC0_7	SITC0_8	SITC0_9	SITC0_10	SITC0_11	SITC0_12	SITC0_13	SITC0_14	SITC0_15	SITC0_16	SITC0_17	SITC0_18	SITC0_19	SITC0_20	SITC0_21	SITC0_22	SITC0_23	SITC0_24	SITC0_25	SITC0_26	SITC0_27	SITC0_28	SITC0_29	SITC0_30	SITC0_31	SITC0_32	SITC0_33	SITC0_34	SITC0_35	SITC0_36	SITC0_37	SITC0_38	SITC0_39	SITC0_40
5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576.430686206523	0	0	0	0	0	0	0	0	0	0	0	0	897.912539835845	0	0	0
5	1	3	372434.404167634	0	0	0	0	0	0	0	61025.1928340133	0	404839.445128829	0	0	312446.427298005	379218.737156283	398201.671904514	0	0	0	0	11574.2579054065	0	0	424211.071729449	0	0	0	0	443218.231580217	686202.983161202	608682.159100284	0	287266.943613837	644840.724954708	316383.514377038	640075.796166513	0	0	0	0
5	1	4	372508.544883548	0	0	0	0	536492.9633368	0	0	0	0	0	0	0	312312.345321935	379376.704883513	398202.793892478	0	0	0	0	11639.1992552992	644526.704099844	522679.9468238	0	0	239544.653119817	0	439495.273165842	0	686347.415716462	608578.766600196	0	0	0	0	0	19217.0538798723	239897.23677357	0	544130.124000186
5	1	5	0	662346.90672021	0	0	0	536433.730284107	0	0	0	0	0	0	0	0	379137.658315286	398033.453349825	651272.535699915	0	28494.5658718037	0	0	644499.509931439	0	0	264863.789959331	0	0	439666.8261923	443292.365461985	0	0	0	287091.205845299	0	316553.010598567	0	19225.1186817617	239791.360201284	180131.108248774	0
5	1	6	3171812.26501136	2797256.73098147	4871989.52173265	982026.326099424	2498101.54475493	1413028.88608552	1075852.64619974	4576523.39966713	9829642.65345047	9649311.40716665	8036465.14445171	5554831.66416534	4721088.06785505	2346961.06060457	2537294.85828232	6033685.1801689	2804939.35909924	7646864.35509938	5649864.68300457	1247069.18996784	1759824.50081001	1714049.71536381	9908547.91881001	553106.16373096	6185229.42730484	1290686.57913967	0	2118036.88054726	0	4036147.60608901	6009941.36395058	9231392.47973545	5960451.32949494	8185095.48621507	7745092.09233714	6193405.93048598	5477699.62133007	3069077.55603296	1504576.42868813	4994323.24674359
5	1	7	326.629801713575	0	0	0	0	0	623.03500000814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.898371164392	0	0	0	0
5	1	8	3171745.14036787	2797536.94927681	4871880.20284581	981693.721263412	0	1413064.9752155	0	4576657.03440309	9829478.08282511	9649408.39269735	8036777.05632762	5554865.1996029	4721078.77738932	2347031.63437509	2537332.24108402	6033624.97255691	2804991.24046953	0	5650095.33847778	1247086.56248217	1759963.10071896	1714090.51924439	9908702.41075726	553045.942379664	6185266.06712965	1290668.87436324	5241422.73556555	2117925.67825351	5220061.76573798	4036253.34126817	6009988.18137649	9231260.92026998	5960599.74105622	8185193.0758211	7745078.38897762	6193346.37337131	5477478.13635626	3069041.70503309	1504557.60573616	4994442.30562026
5	1	9	3171860.63890756	0	4872067.23283162	981781.354393772	2497820.67117597	0	0	4576641.64696326	9829689.73354691	0	8036683.23568803	5554967.36948189	4721072.60280862	2347195.30328043	2537108.94577233	6033495.11471586	2804792.65626351	7646850.49295561	5649939.20855457	1247082.36778935	1759925.66842152	1714018.98678835	9908486.57613311	553116.313590857	0	1290547.42105234	5241629.5131281	2117806.16414918	5220104.45000783	4036162.65975352	6010022.13696318	9231222.55558474	5960729.53140316	8185150.66540499	7745129.61330893	6193353.47930923	5477742.2542853	3069269.16681152	1504758.48436424	4994328.80421431
5	1	10	372545.353069478	662099.210679102	0	664339.826189551	211437.158040331	536551.368675535	133363.32616543	0	0	0	404673.547699062	481101.387670849	0	0	379217.319142923	398219.885348641	651521.250726075	0	0	0	11632.8947536536	0	0	0	264884.506885064	0	0	439572.957978086	443528.062472267	686327.836376629	0	449447.134054626	287174.713898529	0	0	0	0	0	0	0
5	2	1	0	0	0	0	0	0	0	0	301.081306852232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550.335498816377	100	0	0	961.787110676836	0	0	0
